Title,Keywords
An ultra-high Q inductorless narrowband filter based on the voltage divider phase shift method,Bandpass filters; Circuit elements; Narrow band filter; Phase-shift method; Spectral purity; Standing problems; Tunable oscillator; Typical values; Very low frequency; Voltage dividers
SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,Aircraft; Brakes; Manufacture; Wood; Aeronautical design; All-electric aircraft; Carbon fiber reinforced; Engineering challenges; Interior space; Manufacturability; Manufacturing skills; Total distances; Fixed wings
Custom 3D printer and resin for 18 μm × 20 μm microfluidic flow channels,"avobenzone; coumarin; photoinitiator; politef; quercetin; resin; rosin; serpentine; sudan I; sulfide; Article; channel gating; fluorescent lighting; height; illumination; layer thickness; mathematical model; microfluidics; nanofabrication; physical parameters; polymerization; priority journal; radiation absorption; scanning electron microscopy; solubility; three dimensional printing; ultraviolet spectrophotometry; Young modulus; devices; equipment design; lab on a chip; three dimensional printing; Equipment Design; Lab-On-A-Chip Devices; Printing, Three-Dimensional"
Estimation of 3D Ground Reaction Force Using Nanocomposite Piezo-Responsive Foam Sensors During Walking,"Biophysics; Foams; Gait analysis; Nanocomposites; Sporting goods; Average errors; Calibration model; Cross validation; Functional data analysis; Ground reaction forces; Human movements; Human walking; Novel nanocomposites; Wearable sensors; adult; Article; biosensor; body height; body mass; calibration; exercise intensity; female; gait; ground reaction force; human; human experiment; male; measurement accuracy; nanocomposite piezo responsive foam sensor; normal human; priority journal; shoe; three dimensional imaging; treadmill; validation process; walking; young adult; biological model; clinical trial; physiology; walking; nanocomposite; Adult; Female; Gait; Humans; Male; Models, Biological; Nanocomposites; Walking"
"The need, development, and validation of the innovation test instrument",
A Review of the Capabilities of Current Low-Cost Virtual Reality Technology and Its Potential to Enhance the Design Process,Engineering research; Hardware; Virtual reality; Design process; Development time; Engineering applications; Engineering design process; Latest technology; Microsoft kinect; Space requirements; Virtual reality technology; Design
Inferring ascending auction participation from observed bidders,Industrial engineering; Industry; Ascending auctions; Average numbers; Internet auctions; Unobserved auction participation; Commerce
Differential effects of air conditioning type on residential endotoxin levels in a semi-arid climate,"endotoxin; air conditioning; analysis; bed; building; climate; cross-sectional study; environmental monitoring; housing; indoor air pollution; procedures; season; Utah; Air Conditioning; Air Pollution, Indoor; Bedding and Linens; Climate; Cross-Sectional Studies; Endotoxins; Environmental Monitoring; Floors and Floorcoverings; Housing; Seasons; Utah"
Inverted L-arm gripper compliant mechanism,Grippers; Mechanisms; MIS devices; Surgery; Surgical equipment; Transplantation (surgical); Bending stress; Mechanical advantage; Minimally invasive surgery; Nitinol; Range of motions; Research results; Surgical instrument; Two-degree of freedom; Compliant mechanisms; Article; compression; equipment design; grasping forceps; large scale production; minimally invasive surgery; range of motion
A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics,Computer aided analysis; Visualization; Multi-user; Per unit; Single users; Spatial visualization; Team members; Computer aided design
Diagnostic and prognostic value of delayed Gadolinium Enhanced Magnetic Resonance Imaging of Cartilage (dGEMRIC) in early osteoarthritis of the hip,"gadolinium pentetate meglumine; contrast medium; gadolinium; adult; aged; Article; cartilage; contrast enhancement; controlled clinical trial; controlled study; disease severity; female; femoroacetabular impingement; hip osteoarthritis; human; major clinical study; male; nuclear magnetic resonance imaging; predictive value; priority journal; prognosis; prospective study; receiver operating characteristic; reproducibility; articular cartilage; complication; diagnostic imaging; disease exacerbation; early diagnosis; follow up; hip; hip osteoarthritis; middle aged; nuclear magnetic resonance imaging; pathology; procedures; radiography; Adult; Aged; Cartilage, Articular; Contrast Media; Disease Progression; Early Diagnosis; Female; Femoracetabular Impingement; Follow-Up Studies; Gadolinium; Hip Joint; Humans; Magnetic Resonance Imaging; Male; Middle Aged; Osteoarthritis, Hip; Prognosis; Prospective Studies; Radiography"
"The human touch: How non-expert users perceive, interpret, and fix topic models",Hardware; Design implications; Human-in-the-loop; Interactive system; Mixed-initiative interactions; Model algorithms; Refinement operations; Topic Modeling; User study; Engineering
Shear joy of watching paint dry,Fluid motions; Original videos
Bad news first: How optimal directness depends on what is negated,bad news; directness; Message format; Negative information; Negative message buffer; Small buffers; Social relationships; visuals
Non-perturbing voltage measurement in a coaxial cable with slab-coupled optical sensors,Cables; Coaxial cables; Electric fields; Optical fibers; Voltage measurement; Adverse effect; Charge buildup; Compact size; Dynamic range; Fixed structure; High-voltage measurement; Risetimes; Electric field measurement
Optofluidic lab-on-a-chip fluorescence sensor using integrated buried ARROW (bARROW) waveguides,Fluorescence; Lab-on-a-chip; Plasma CVD; Plasma enhanced chemical vapor deposition; Water absorption; Waveguides; Absorption effects; Antiresonant reflecting optical waveguides; Fluorescence sensing; Fluorescence sensors; Opto-fluidics; Plasma enhanced chemical vapor depositions (PE CVD); Single oxides; SiO2; Signal to noise ratio
Toward quantitative characterization of essential tremor for future tremor suppression,"Patient treatment; Robotics; Surgery; Cerebellar ataxia; Essential tremor; In-vivo; Multiple research; Parkinson's disease; Quantitative characterization; Side effect; Surgical interventions; Low pass filters; electronic device; equipment design; essential tremor; human; pathophysiology; physiology; shoulder; signal processing; theoretical model; wrist; Equipment Design; Essential Tremor; Humans; Models, Theoretical; Shoulder; Signal Processing, Computer-Assisted; Wearable Electronic Devices; Wrist"
Water entry of deformable spheres,Aerodynamics; Air; Deformation; Fluid dynamics; Hydrodynamics; Image processing; Shear flow; Dimensionless ratios; Effective diameter; Flow-structure interaction; High speed imaging; Hydrodynamic forces; Impact hydrodynamic pressure; Interfacial flow (free surface); Oscillation periods; Spheres; aerodynamics; deformation; fluid mechanics; free surface flow; impact; interface; rigidity; sphere
Generating derivative superstructures for systems with high configurational freedom,Degrees of freedom (mechanics); Group theory; Trees (mathematics); Atomic displacement; Combinatorial explosion; Displacement direction; Displacement patterns; Elimination process; Enumeration; Model alloys; Thermal properties of materials; Atoms
Improved Antenna Efficiency Measurement Uncertainty in a Reverberation Chamber at Millimeter-Wave Frequencies,Anechoic chambers; Antenna radiation; Efficiency; Microwave antennas; Millimeter waves; Reverberation; Scattering parameters; Waveguides; Antenna radiation efficiency; Measurement uncertainty; Open ended waveguides; Radiation efficiency; Reverberation chambers; Wireless systems; Uncertainty analysis
Space-Time Coding for Aeronautical Telemetry: Part i - Estimators,Frequency allocation; Maximum likelihood; Maximum likelihood estimation; Quadrature phase shift keying; Aeronautical telemetry; Estimation algorithm; Frequency estimators; Frequency offsets; Joint maximum likelihood; Simplex search algorithms; Space time coding; Two-dimensional grids; Frequency estimation
Space-Time Coding for Aeronautical Telemetry: Part II - Decoder and System Performance,Antennas; Decoding; Maximum likelihood; Quadrature phase shift keying; Space-time block coding (STBC); Telemetering equipment; Turbo codes; Aeronautical telemetry; Alamouti space time block codes; Exponential representation; Least Square; Number of state; Quadrature modulation; Space time coding; Test flights; Space time codes
Process responses and resultant joint properties of friction stir welding of dissimilar 5083 and 6061aluminum alloys,Aluminum; Aluminum alloys; Friction; Materials properties; Research laboratories; Tensile testing; Tribology; Welding; Dissimilar aluminum alloy; Friction stir welding(FSW); Joint property; Macroscopic materials; Material combination; Mechanical behavior; Process response; Quasi-static tensile test; Friction stir welding
The AFLOW Library of Crystallographic Prototypes: Part 1,Database systems; Research laboratories; Teaching; Vector spaces; Vectors; Websites; Basis vector; Crystal lattice structure; Crystal system; Lattice vectors; Naval Research Laboratory; Pearson symbol; Space Groups; Wyckoff positions; Crystal structure
Methods for determining the optimal number of simultaneous contributors for multi-user CAD parts,Concurrent engineering; Candidate models; Collaborative design; Completion time; Multi-user; Multiple user; Optimal number; Predictive power; Refined model; Computer aided design
Counter UAS using a formation controlled dragnet,Air navigation; Motion planning; Future research directions; Proportional navigation; Unmanned aerial vehicles (UAV)
Variable stiffness adaptation to mitigate system failure in inflatable robots,Robotics; Robots; Space research; Stiffness; Systems engineering; Adaptation methods; Disaster response; Failure mitigation; Future applications; Internal structure; Space explorations; Steady state errors; Variable stiffness; End effectors
"Multi-objective design optimization of a soft, pneumatic robot",Design; Economic and social effects; Genetic algorithms; Mobile robots; Multiobjective optimization; Robotics; Robots; Design optimization; Design parameters; Load-bearing capacity; Multi-objective design optimization; Multi-objective fitness function; Pneumatic robot; Soft robot; Target application; Machine design
Motion planning for mobile robots using inverse kinematics branching,Constrained optimization; End effectors; Inverse kinematics; Inverse problems; Manipulators; Motion planning; Optimization; Quadratic programming; Robotics; Robots; End-effector trajectory; Hard constraints; High-dimensional problems; Optimization problems; Optimization routine; Quadratic programs; Robotic manipulation; Single configuration; Robot programming
SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,Aircraft; Manufacture; Wood; Aeronautical design; All-electric aircraft; Carbon fiber reinforced; Engineering challenges; Interior space; Manufacturability; Manufacturing skills; Total distances; Fixed wings
"Move the Laser Spot, Not the DUT: Investigating the New Micro-mirror Capability and Challenges for Localizing SEE Sites on Large Modern ICs",Integrated circuits; Ion beams; Laser beam effects; Laser beams; Laser surgery; Scanning; Timing circuits; Charge collection; Circuit response; Field of views; Laser facilities; Laser testing; New facilities; Single event effects; Spot scanning; Laser mirrors
Dynamic SEE Testing of Selected Architectural Features of Xilinx 28 nm Virtex-7 FPGAs,Avionics; Error correction; Heavy ions; Phase locked loops; Radiation effects; Radiation hardening; Beam testing; BRAM; EDAC; MMCM; SERDES; Soft error rate; space; Field programmable gate arrays (FPGA)
A Systems Engineering Approach to Harnessing Human Energy in Public Places: A Feasibility Study,Motivation; Case-studies; Costs analysis; Feasibility studies; Health benefits; Human energy; Human-powered; Public places; System level synthesis; Environmental technology
Modeling global and local codon bias with deep language models,Bioinformatics; Computational linguistics; Deep learning; Gene expression; Learning systems; Biological phenomena; Codon bias; Contextual information; Global context; Heterologous gene expressions; Language model; Long-range dependencies; Protein sequences; Modeling languages
Carbon monolith scaffolding for high volumetric capacity silicon Li-ion battery anodes,Anodes; Atmospheric pressure; Chemical vapor deposition; Coatings; Electric batteries; Electrodes; High resolution transmission electron microscopy; Lithium; Lithium-ion batteries; Mechanical stability; Nanocrystalline silicon; Nanocrystals; Nanotubes; Scaffolds; Secondary batteries; Silicon; Transmission electron microscopy; Yarn; Atmospheric pressure chemical vapor deposition; Electrically conductive; High silicon content; Low pressure chemical vapor infiltration; Nanocrystalline carbon; Transmission electron; Vertically aligned carbon nanotube; Volumetric capacity; Silicon batteries
Strategies employed and lessons learned by commercial construction companies during economic recession and recovery,Construction; Construction industry; Recovery; Risk management; Surveys; Commercial construction; Economic cycles; Economic downturn; Economic Recession; Organizational issues; Organizational learning; Recession; Sampling survey; Economic and social effects
Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,Algorithms; Bioinformatics; Genes; Genetic engineering; Bubble structures; De Bruijn graphs; Phylogenetic tree reconstruction; Phylogenetic trees; Phylogenetics; Supermatrix; Whole genome sequences; Trees (mathematics)
Genome polymorphism detection through relaxed de bruijn graph construction,Bioinformatics; Genes; De Bruijn graphs; Disease associations; Graph; GWAS; Next-generation sequencing; Phylogenetic trees; Phylogenetics; Single nucleotides; Polymorphism
Cooperation induction in two player bertand markets with linear demand,Commerce; Basin of attraction; Competitive environment; cooperation; Differential games; Initial conditions; Nash equilibria; Non-cooperative; Side-payments; Game theory
Student perceptions and attitudes towards a required vs. An optional course in leadership,Education; Engineering education; Foundations; Teaching; College of Engineering and Technology; Engineering and technology; General education; Leadership principles; Positive attitude; Sophomore-level; Statistically significant difference; Student perceptions; Students
Technology and design programs,Education; Product design; Project management; Teaching; Academic institutions; Advisory boards; Construction management; Experiential learning; Industry experience; Program accreditation; Technology and designs; Engineering education
Experiential learning: Using small-scale projects to teach project complexities and relationship roles in construction,Construction; Curricula; Education; Engineering education; Management science; Students; Teaching; Construction management; Construction Management Courses; Construction projects; Experiential learning; Experiential learning theories; Learning opportunity; Project management principles; Simulations; Project management
Cross platform usability: Evaluating computing tasks performed on multiple platforms,Computer hardware; Computer software; Engineering education; Hardware; Laptop computers; Personal computers; Smartphones; Computing environments; Computing hardware; Computing platform; Performance metrics; Qualitative research; Software usabilities; Testing methodology; Usability analysis; Usability engineering
Sustainable water filters in southern Peru,Engineering education; Water conservation; Water filtration; Sustainable water; Bandpass filters
Global humanitarian-based projects: A documentation strategy for strengthening project sustainability,Project sustainability; Engineering education
Project-based learning curriculum for the junior year based on building a laser tag system,Project based learning; Tag systems; Engineering education
A model workshop for helping new faculty engage students in the STEM Classroom,"Artificial intelligence; Curricula; Education; Engineering education; STEM (science, technology, engineering and mathematics); Students; Classroom presentations; Effective learning; Engineering educators; Multi-disciplinary collaborations; Preparation process; Professional development opportunities; Science , technology , engineering , and maths; Teaching activities; Teaching"
Investigating engineering students' understandings of social and ethical responsibility: Coding framework and initial findings,Coding framework; Ethical responsibility; Engineering education
Analytical fragility curves for non-skewed highway bridges in Chile,Bearings (structural); Bridges; Curves (road); Dynamic analysis; Earthquakes; Geophysics; Losses; Risk assessment; Seismic design; Seismic response; Seismology; Transportation; Damage; Experimental analysis; Fragility; Incremental dynamic analysis; Seismic behavior; Highway bridges; bridge; cyclic loading; damage; dynamic analysis; experimental study; risk assessment; seismic design; seismic response; Chile
Optical electric field sensor sensitivity direction rerouting and enhancement using a passive integrated dipole antenna,Antennas; Electric fields; Directional sensitivity; Fiber axis; Fiber direction; Optical electric field sensors; Dipole antennas
Associative CAD references in the neutral parametric canonical form,Application programs; Automotive industry; Computer aided engineering; Cost engineering; Interoperability; Real time systems; Standards; Canonical form; collaboration; Design intent; Heterogeneous CAD; Heterogeneous systems; National institute for standards and technologies; Real-time collaboration; SQL database; Computer aided design
Design of low-power ultra-high voltage gain differential cascode stages,Analog circuits; Design; Differential amplifiers; Gain measurement; MOS devices; Operational amplifiers; Power amplifiers; Cascode; Differential circuits; High voltage gain; Low power amplifiers; Moderate inversion; Strong inversion regions; Ultra high voltage; weak/moderate inversion; Cascode amplifiers
Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction,Commerce; Developing countries; Groundwater; Rural areas; Clean waters; Developing world; Engineered products; Global development; Market introduction; Poverty alleviation; Sales and distribution; Testing conditions; Drills
Simulation-based coefficients for adjusting climate impact on energy consumption of commercial buildings,Buildings; Energy conservation; Energy utilization; Office buildings; Weather information services; Building energy consumption; Building energy efficiency; climate normalization; Commercial building; Energy simulation; Heating and cooling; Normalization methods; Standard operating conditions; Energy efficiency
"Hierarchically refined and coarsened splines for moving interface problems, with particular application to phase-field models of prostate tumor growth",Antigens; Diseases; Medical imaging; Phase interfaces; Phase transitions; Tumors; Urology; Hierarchical splines; Isogeometric analysis; Local refinement; Phase fields; Tumor growth; Splines
Enabling Dissimilar Material Joining Using Friction Stir Scribe Technology,Dissimilar metals; Electric welding; Friction; Friction stir welding; Joining; Melting; Melting point; Tribology; Welding; Dissimilar material joining; Dissimilar material systems; Friction stir; Low costs; Mechanical fastener; Welding process; Dissimilar materials
Simulation and exploration of high-density unmanned aerial vehicle systems,Autonomous agents; Separation; Unmanned aerial vehicles (UAV); Vehicles; Air delivery systems; Capacity limitation; Design and implementations; Model and simulation; Multi-Agent Model; Separation assurances; UAV systems; Unmanned aerial vehicle systems; Multi agent systems
An RVE procedure for micromechanical prediction of mechanical behavior of dual-phase steel,Constitutive models; Continuum mechanics; Elastoplasticity; Piles; Plasticity; Unloading; Volume measurement; Yield stress; Crystal plasticity; Dislocation pileup; Dual-phase steel; Representative volume element (RVE); Superdislocations; Dislocations (crystals)
Mitigating Water Absorption in Waveguides Made from Unannealed PECVD SiO2,Integrated optics; Microfabrication; Optical films; Optical waveguides; Plasma CVD; Plasma enhanced chemical vapor deposition; Refraction; Refractive index; Silica; Thin films; Throughput; Waveguides; Antiresonant reflecting optical waveguides; Film stress; High index; High refractive index difference; High-humidity environment; Intrinsic stress; Optical throughput; Plasma enhanced chemical vapor depositions (PE CVD); Water absorption
Multiplexed efficient on-chip sample preparation and sensitive amplification-free detection of Ebola virus,"Efficiency; Microfluidics; Mixing; Probes; Proteins; RNA; Viruses; Air bubbles; Antiresonant reflecting optical waveguides; Concentration ranges; Orders of magnitude; Point of care; RNA detection; Single-molecule detection; Streptavidin beads; Diseases; streptavidin; virus RNA; virus RNA; antiresonant reflecting optical waveguide biosensor chip; Article; automation; biosensor; concentration (parameters); controlled study; Ebolavirus; incubation time; limit of detection; microfluidics; nonhuman; process development; process optimization; sample preparation multiplexer; sampling; sensitivity analysis; signal detection; thermostability; virus detection; chemistry; devices; Ebolavirus; equipment design; genetic procedures; Hemorrhagic Fever, Ebola; human; isolation and purification; microfluidic analysis; nucleic acid hybridization; point of care system; solid phase extraction; virology; Biosensing Techniques; Ebolavirus; Equipment Design; Hemorrhagic Fever, Ebola; Humans; Limit of Detection; Microfluidic Analytical Techniques; Nucleic Acid Hybridization; Point-of-Care Systems; RNA, Viral; Solid Phase Extraction; Streptavidin"
Semi-empirical Model for Fire Spread in Shrubs with Spatially-Defined Fuel Elements and Flames,Combustion; Fires; Fuels; Heat transfer; Ignition; Nuclear fuel elements; Wind tunnels; Combustion data; Computational speed; Growth parameters; Heat transfer model; Heating conditions; Live fuels; Semi-empirical modeling; Wildland fire; Flame research
Using vegetation management and LiDAR-derived tree height data to improve outage predictions for electric utilities,Decision trees; Electric power distribution; Electric utilities; Forecasting; Forestry; Hurricanes; Optical radar; Railroad transportation; Storms; Vegetation; Electric infrastructures; Infrastructure networks; Light detection and ranging; Prediction model; Resilience; Resolution measurements; Severe weather; Vegetation management; Outages
Measurement-Directed Reduction of Dynamic Models in Power Systems,Approximation theory; Computational geometry; Fisher information matrix; Geometry; Identification (control systems); Nonlinear equations; Boundary approximation methods; Computational differential geometry; Dynamic equivalent; information; Large power systems; Mathematical forms; Parameter combination; Statistical manifolds; Parameter estimation
Behavior of Sheet Metal Under Multiaxial Deformation Paths,
Pathology-targeted cell delivery via injectable micro-scaffold capsule mediated by endogenous TGase,"Amino acids; Cell culture; Cells; Chemical bonds; Cytology; Disease control; Medicine; Pathology; Stem cells; Cell delivery; Cell therapy; Endogenous TGase; Intraperitoneal injections; Mesenchymal stem cell; Micro-scaffold capsule; Regenerative medicine; Tissue transglutaminase; Scaffolds (biology); glutamine; lysine; molecular scaffold; protein glutamine gamma glutamyltransferase; guanine nucleotide binding protein; macrogol derivative; protein glutamine gamma glutamyltransferase; protein glutamine gamma glutamyltransferase 2; acute liver failure; animal cell; animal experiment; animal model; anoikis; Article; cell adhesion; cell protection; cell therapy; cell viability; chemical binding; controlled study; ex vivo study; in vivo study; liver injury; mesenchymal stem cell; mouse; nonhuman; priority journal; animal; Bagg albino mouse; biocatalysis; chemistry; cytology; drug delivery system; human; injection; injuries; liver; mesenchymal stem cell transplantation; mesenchymal stroma cell; metabolism; microcapsule; nude mouse; pathology; tissue scaffold; Animals; Biocatalysis; Capsules; Cell Adhesion; Drug Delivery Systems; GTP-Binding Proteins; Humans; Injections; Liver; Mesenchymal Stem Cell Transplantation; Mesenchymal Stromal Cells; Mice, Inbred BALB C; Mice, Nude; Polyethylene Glycols; Tissue Scaffolds; Transglutaminases"
Microstructure Correlation with Formability for Biaxial Stretching of Magnesium Alloy AZ31B at Mildly Elevated Temperatures,Magnesium; Magnesium alloys; Microstructure; Strain; Deformation mechanism; Digital image correlation methods; Electron back scatter diffraction; Elevated temperature; Increasing temperatures; Microstructure correlation; Strain accommodations; Thermally activated; Magnesium printing plates
Tuning Ferritin's band gap through mixed metal oxide nanoparticle formation,Energy harvesting; Manganese; Metal nanoparticles; Metallic compounds; Metals; Minerals; Nanoparticles; Solar energy; Synthesis (chemical); Band gap energy; Direct transition; Energy value; ferritin; Indirect band gap; Metal oxides; Mineral formation; Mixed metal oxide; Energy gap
Permanganate-based synthesis of manganese oxide nanoparticles in ferritin,Biosynthesis; Energy gap; High resolution transmission electron microscopy; Manganese; Nanoparticles; Oxides; Proteins; Synthesis (chemical); Transmission electron microscopy; Acidic conditions; Band gap energy; Basic conditions; Electron acceptor; ferritin; Indirect band gap; Oxide nanoparticles; Uv/vis absorptions; Manganese oxide
"Pseudo-singleton pattern and agnostic business layer for multi-engineer, synchronous, heterogeneous CAD",Computer applications; Computer graphics; Application architecture; Business logic layers; Cycle time reduction; Heterogeneous CAD; Neutral format; nocv1; Product development process; Singleton design patterns; Synchronous collaboration; Computer aided design
Thermal characterization of natural and synthetic spider silks by both the 3ω and transient electrothermal methods,Characterization; Diffusion; Electric heating; Recombinant proteins; Specific heat; Spinning (fibers); Thermal diffusivity; 3-omega; Low crystallinity; Measurement techniques; Spider silk fibers; Spider silks; Synthetic silk; Thermal characterization; Volumetric heat capacity; Thermal conductivity
Fundamental Principles of Tremor Propagation in the Upper Limb,"Damping; Degrees of freedom (mechanics); Electric impedance; Frequency response; Stiffness; Essential tremor; Fundamental principles; Lumped parameter modeling; Movement disorders; Simple modeling; Sinusoidal input; System Dynamics; Tremor suppression; Joints (anatomy); Article; device therapy; elbow; forearm; impedance; joint; limb tremor; mathematical model; rigidity; shoulder; simulation; torque; upper limb; wrist; biological model; human; pathophysiology; tremor; upper limb; Humans; Models, Neurological; Tremor; Upper Extremity"
Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements,Degrees of freedom (mechanics); Rigidity; General designs; Relative motion; Rigid panels; Rolling contacts; Single degree of freedoms; Friction
Planning and Analyzing Experiments with Models that Distinguish Between Replicates and Repeats,Available data; Bayesian Analysis; Designed experiments; Generalized linear model; High volumes; Large amounts of data; Repeats and replicates; Two sources; Safety engineering
"A Geometrically Exact Isogeometric Blended Shell: Formulation, Benchmarking, and Automotive Application",Benchmarking; Computer aided design; Degrees of freedom (mechanics); Geometry; Locks (fasteners); Mesh generation; Plates (structural components); Automotive applications; Isogeometric analysis; Kirchhoff Love; Reissner-Mindlin; shells; Shells (structures)
Design and Evaluation of Adverb Palette: A GUI for Selecting Tradeoffs in Multi-objective Optimization Problems,Graphical user interfaces; Machine design; Man machine systems; Multiobjective optimization; Optimization; Pareto principle; Robot programming; Robots; User interfaces; Design and evaluations; Graphical user interface (GUIs); Multi objective decision making; Multi-objective optimization problem; Multiobjective decision; Pareto optimal solutions; Robot path-planning; User interface designs; Human robot interaction
Haptic Shape-Based Management of Robot Teams in Cordon and Patrol,Feedback; Human resource management; Man machine systems; Robots; Effective interactions; Haptic feedbacks; human-swarm interaction; Interaction methods; Level of autonomies; Operator performance; Operator workload; Situation awareness; Human robot interaction
Ground-based 3D radar imaging of trees using a 2D synthetic aperture,
Overview of estimation methods for industrial dynamic systems,Gas industry; Kalman filters; Dynamic data reconciliation; Industrial datum; Industrial dynamics; Measurement technologies; Moving horizon estimation; Oil and Gas Industry; Optimization and control; Wireless transmitter; Estimation
Reservoir sustainability and sediment management,Costs; Economic analysis; Environmental impact; Insurance; Reconstruction (structural); Reservoir management; Reservoirs (water); Sediments; Sustainable development; Water supply; Water supply systems; Construction costs; Dam decommissioning; Damage information; Future generations; Insurance policies; Intergenerational equity; Reservoir capacity; Sediment management; Cost benefit analysis; cost-benefit analysis; dam repair; decommissioning; economic analysis; infrastructural development; reservoir; sedimentation; sustainability; Gavins Point Dam; United States
Infrastructure Project Scope Definition Using Project Definition Rating Index,Planning; Project management; Rating; Environmental hazards; Front-end planning; Industry professionals; Infrastructure project; Project definition rating index (PDRI); Project performance; Scope definition; Structured approach; Risk management
Evaluation of stochastic particle dispersion modeling in turbulent round jets,Dispersions; Jets; Lagrange multipliers; Nozzles; Reynolds number; Stochastic systems; Turbulence; Dispersive transport; Lagrangian particles; One dimensional turbulence; Particle dispersion; Particle dispersion model; Particle-carrier gas; Particle-tracking method; Turbulent round jet; Air
Effect of tool geometry and process parameters on mechanical properties of friction stir spot welded dissimilar aluminum alloys,
Nonparametric Tree-Based Predictive Modeling of Storm Outages on an Electric Distribution Network,Electric network parameters; Electric power distribution; Forecasting; Forestry; Land use; Meteorological problems; Outages; Regression analysis; Storms; Bayesian additive regression trees; High spatial resolution; Individual modeling; Outage models; Predictive accuracy; Predictive modeling; Quantile regression; Weather hazards; Knowledge based systems; Bayesian analysis; hazard assessment; land use; numerical model; software; spatial resolution; thunderstorm; Connecticut; United States; article; forest; grid cell; human cell; hurricane; land use; plant leaf; prediction; remission; winter
Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,
"Strength, behavior, and failure mode of hollow concrete masonry constructed with mortars of different strengths",Compressive strength; Concrete construction; Concretes; Cracks; Elasticity; Failure (mechanical); Failure modes; Mortar; Prisms; Stiffness; Stress-strain curves; Tensile testing; Concrete masonry prisms; Experimental program; Masonry prisms; Nonlinear behavior; Nonlinear stress-strain relationship; Stiffness ratios; Stress-strain behaviors; Stress-strain relationships; Masonry materials
Three-dimensional microscopic light field particle image velocimetry,Computational fluid dynamics; Flow visualization; Hardware; Velocimeters; Velocity; Accurate velocity measurement; Backward facing step; Computational fluid dynamics simulations; Hardware alterations; Hardware differences; In-plane components; Microscopic particle; Particle image velocimetries; Velocity measurement
"Theoretical estimates of maximum fields in superconducting resonant radio frequency cavities: Stability theory, disorder, and laminates",Laminates; Radio waves; Superconducting materials; Accelerating cavities; Effects of materials; Flux penetration; Radio frequency cavity; Superconducting cavities; Superconducting layer; Superconducting radio frequency; superheating field; Vortex flow
In-situ grain structure and texture evolution during friction stir welding of austenite stainless steel,Backscattering; Crystal microstructure; Crystallization; Dynamic recrystallization; Friction; Friction stir welding; Grain boundaries; Grain size and shape; In situ processing; Probes; Recrystallization (metallurgy); Research laboratories; Textures; Tribology; Welding; Welds; Austenite stainless steel; Electron backscattering diffraction; Elevated temperature; Fine equiaxed grains; Friction stir processing; Friction stir welding(FSW); Grain size distribution; Low angle grain boundaries; Stainless steel
"Poynting Streamlines, Effective Area Shape, and the Design of Superdirective Antennas",Antennas; Bandwidth; Electromagnetic waves; Receiving antennas; Antenna structures; Aperture efficiency; Broadband operation; Effective area; Fabrication errors; Power flux density; Poynting streamlines; Radiation efficiency; Horn antennas
Structural analysis and optimization of tall buildings connected with skybridges and atria,Algorithms; Buildings; Finite element method; Optimization; Shape optimization; Structural optimization; Tall buildings; Atria; Lateral load analysis; Optimization method; Optimization problems; Optimization strategy; Resource consumption; Skybridges; Structural volume; Structural analysis
Comparison and Analysis of Recursive-RANSAC for Multiple Target Tracking,Clutter (information theory); Iterative methods; Tracking (position); Cluttered environments; Comparison and analysis; Data association; Low computational complexity; Modular framework; Multiple target tracking; Random sample consensus; Tuning parameter; Target tracking
Light splitting with imperfect wave plates,Light polarization; Polarization; Alignment-free; Light splitting; Linear polarizer; Linearly polarized; Linearly polarized light; Maximum ranges; Polarization rotator; Splitting ratio; Optical devices; article; polarization
Comprehensive and quality-controlled bedload transport database,Database systems; Grain size and shape; Sediment transport; Sedimentation; Sediments; Stream flow; Web services; Bed load; Bed-load transport; Field measurement; Grain size distribution; Hydrologic information systems; Predictive methods; Stream classification; Transport; Classification (of information); bedload; data set; database; information system; sediment transport
Active Integrated Antenna Supporting Linear and Circular Polarizations,Circular polarization; Harmonic analysis; Microstrip antennas; Optical resonators; Polarization; Power amplifiers; Slot antennas; Active integrated antenna; Class B; Harmonic suppression; High power; Measured results; Performance validation; Size reductions; Directional patterns (antenna)
Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,Equations of motion; Flow of water; Fluid mechanics; Froude number; Hydraulics; Korteweg-de Vries equation; Shore protection; Stability; Analytical results; Complete classification; Hydraulic engineering; Power law relation; Shallow water equations; Shallow water flow; Singular perturbations; St. Venant equations; Stability criteria
MMI waveguide based multispectral detection of nucleic acids for analysis of drug-resistant bacteria,Nucleic acids; Waveguides; Drug-resistant bacteria; Fluorescence patterns; MMI waveguides; Molecular beacon; Multi-mode interference; Multiple excitations; Multispectral detection; Two-color; Photonics
Design and characterization of integrated 2D ABEL trap,Chip based; Feed-back based; Individual nanoparticles; Single particle; Two-dimension; Photonics
