TitleID,Authors,Title,Source title,Proceeding,Volume,Paper Area,Type,Conference Type,Paper Type,Approval,Chair_or_Editor1,Chair_or_Editor2
787,"Rahman M., Stott M.A., Hawkins A.R., Schmidt H.",Design and characterization of integrated 2D ABEL trap,Proceedings of the International Telemetering Conference,116,,Chip based; Feed-back based; Individual nanoparticles; Single particle; Two-dimension; Photonics; Natural language processing,Conference,Regular Conference,Poster,Yes,Chair 9,Chair 10
788,"Duffield M.O., McLain T.W.","A well clear recommendation for small UAS in high-density, ADS-B-enabled airspace",Optics InfoBase Conference Papers,44,,Aircraft accidents; Aviation; Deceleration; Information systems; Information use; Detect and avoid; Frequency limitation; Small UAS; Small unmanned aircrafts; Unmanned aircrafts; Unmanned aerial vehicles (UAV); Databases,Conference,Symposium,Poster,Yes,Chair 3,Chair 4
789,"Laycock R.G., Fletcher T.H.",Formation of deposits from heavy fuel oil ash in an Accelerated Deposition Facility at temperatures up to 1206°C,Optics InfoBase Conference Papers,3,,Alternative fuels; Coal combustion; Combustion; Deionized water; Deposition; Deposits; Efficiency; Flow of gases; Fuel oils; Fuels; Gas turbines; Gases; Rankine cycle; Sulfur; Sulfur dioxide; Surface roughness; Turbomachinery; Velocity control; Capture efficiency; Gas temperature; Industrial gas turbines; Inorganic materials; Nickel base superalloy; Particle velocities; Particle-laden; Removal of sulfur; Petroleum deposits; Databases,Conference,Symposium,Demo Paper,Yes,Chair 3,Chair 4
790,"Fernelius M.H., Gorrell S.E.",Predicting efficiency of a turbine driven by pulsing flow,Proceedings of the International Telemetering Conference,2A-2017,,Computational efficiency; Computational fluid dynamics; Efficiency; Fluid dynamics; Turbomachinery; Driving factors; Flow experience; Pressure gain; Pulse amplitude; Pulsing frequencies; Turbine efficiency; Gas turbines,Conference,Regular Conference,Demo Paper,Yes,Chair 9,Chair 10
791,"Wilding P.R., Memmott M.J.",Mixed-integer multi-objective optimization applied to the PCS design of the I 2S-LWR,"ASEE Annual Conference and Exposition, Conference Proceedings",117,,Databases,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
792,"Zobell B., George A.",In situ bubble characterization during resin infusion for process simulation of voids,Proceedings of SPIE - The International Society for Optical Engineering,2017-August,,Databases,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
793,"O’Neill M., Heidbrink S., Ruoti S., Whitehead J., Bunker D., Dickinson L., Hendershot T., Reynolds J., Seamons K., Zappala D.",TrustBase: An architecture to repair and strengthen certificate-based authentication,Proceedings of the ASME Design Engineering Technical Conference,110,,Hardening; Linux; Authentication services; Certificate validations; Certificate-based; Linux prototype; Loadable kernel modules; Research prototype; System administrators; System services; Authentication; Machine learning,Conference,Regular Conference,Poster,Yes,Chair 1,Chair 2
794,"Nielsen J., Beard R.W.",Relative target estimation using a cascade of extended Kalman filters,Proceedings of the ASME Design Engineering Technical Conference,4,,Aircraft detection; Antennas; Cameras; Global positioning system; Inverse problems; Unmanned aerial vehicles (UAV); Distance parameter; Minimal representation; Monocular cameras; Multiple grounds; Reference frame; Target estimations; Trigonometric functions; Weighted averages; Extended Kalman filters; Machine learning,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
795,Richard F.R.Y.,Introducing second-Year students to concept-Based projects for increased success in third-Year sponsored projects,Proceedings of SPIE - The International Society for Optical Engineering,38,,Education; Product design; Studios; Course evaluations; Design creativities; Design Exploration; Design synthesis; Educational goals; Framework; Insight; Project experiences; Students,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
796,Morgan D.,Sell it: Design project assessment by the public,Optics InfoBase Conference Papers,131,,Education; Product design; Sales; Assessment practices; Design assessments; Design project assessments; Face to face; Feedback to students; Formative and summative assessments; Project based learning; Public assessment; Students; Natural language processing,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
797,"Howell B., Briscoe T.",Design education and the new culture of design centric intellectual property,Optics InfoBase Conference Papers,178,,Copyrights; Curricula; Education; Intellectual property; Patents and inventions; Students; Studios; Teaching; Trademarks; Creative work; Cultural evolution; Design Education; Design schools; IP trends; Live projects; Sponsored projects; Utility patent; Product design; Natural language processing,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
798,"Stark C.G., Howell B.",Integrating a multidisciplinary design methods mindset into classroom practice,Optics InfoBase Conference Papers,139,,Industrial research; Students; Teaching; Design thinking; Experience design; Holistic design; Human-centered designs; Inter-disciplinary designs; Product design; Databases,Conference,Symposium,Poster,Yes,Chair 3,Chair 4
799,"Willett K., Howell B.",Using local invasive species and flora to manufacture collagen based biodegradable plastic tableware,IEEE Transactions on Nuclear Science,,1,Collagen; Ecodesign; Manufacture; Molds; Social aspects; Sustainable development; Bio-inspired designs; Bio-plastics; Biodegradable plastics; Development process; Environmentally sensitive; Manufacturing process; Social responsibilities; Sustainable products; Biodegradable polymers,Journal,,Full Paper,Yes,Editor 3,Editor 4
800,"Hill J.C., Long D.G.",Extension of the QuikSCAT Sea Ice Extent Data Set with OSCAT Data,Optics InfoBase Conference Papers,14,,Meteorological instruments; Microwave sensors; Sea ice; Data set; Oceansat-2; Quick scatterometer (QuikSCAT); QuikSCAT; Scatterometer data; Scatterometers; Sea ice extent; Special sensor microwave/Imager; Ice,Conference,Symposium,Demo Paper,Yes,Chair 3,Chair 4
801,"Shen C., Prince D.R., Gallacher J., Fletcher M.E., Fletcher T.H.",Semi-empirical model for fire spread in chamise and big sagebrush shrubs with spatially-defined fuel elements and flames,IEEE Transactions on Antennas and Propagation,,,Combustion; Fires; Fuels; Nuclear fuel elements; Wind; Wind tunnels; Combustion characteristics; Computational costs; Fire spread model; Innovative approaches; Lindenmayer system; Semi-empirical modeling; Terrestrial lidars; Wildland fire; Flame research; Natural language processing,Journal,,Full Paper,No,Editor 1,Editor 2
802,"Rhamati M., Safdari M.-S., Amini E., Fletcher T.H.",Investigation of merging flames in horizontal and vertical geometries,Proceedings of the International Telemetering Conference,2017-April,,Fires; Forestry; Fuel systems; Fuels; Geometry; Heptane; Merging; Combustion model; Different geometry; Flame characteristics; Flame interaction; Growth patterns; Multiple leaves; Plane geometry; Vertical geometries; Combustion; Databases,Conference,Regular Conference,Full Paper,Yes,Chair 9,Chair 10
803,"Richards A.P., Shutt T., Fletcher T.H.",A comprehensive model for predicting elemental composition of coal pyrolysis products,Proceedings of the ASME Design Engineering Technical Conference,2017-April,,Coal; Coal tar; Forecasting; Models; Pyrolysis; Combustion simulations; Comprehensive model; Elemental compositions; Particle composition; Particle temperature; Physical behaviors; Product composition; Pyrolysis products; Coal combustion; Machine learning,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
804,"Josephson A.J., Fletcher T.H., Lignell D.O.",Modeling soot in coal systems,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-April,,Boilers; Coal combustion; Cost effectiveness; Dust; Fuels; Heat flux; Light transmission; Method of moments; Particle size; Particle size analysis; Size distribution; Soot; Flame temperatures; Flat flame burner; Gaseous species; Gaseous systems; Mechanism-based; Particle nucleation; Soot concentration; Soot formations; Coal,Conference,Workshop,Demo Paper,Yes,Chair 7,Chair 8
805,"Poornejad N., Buckmiller E., Schaumann L., Wang H., Wisco J., Roeder B., Reynolds P., Cook A.",Re-epithelialization of whole porcine kidneys with renal epithelial cells,IEEE Transactions on Antennas and Propagation,,8,iron oxide; animal experiment; animal model; animal tissue; Article; cell labeling; chronic kidney failure; confocal microscopy; decellularization; epithelium cell; epithelization; histology; human; human cell; immune response; kidney perfusion; kidney transplantation; nonhuman; nuclear magnetic resonance imaging; priority journal; scanning electron microscopy; three dimensional imaging; vascularization; Databases,Journal,,Short Paper,Yes,Editor 1,Editor 2
806,"Machanzi T., Jensen D.W.",Pull-out strength of composite rebar made using a three-dimensional braiding machine,Proceedings of SPIE - The International Society for Optical Engineering,2017-December,,Bond strength (materials); Carbon; Concrete buildings; Concrete construction; Concrete reinforcements; Fiber reinforced plastics; Glass fibers; Manufacture; Materials testing apparatus; Reinforced concrete; Steel corrosion; Surface roughness; Tensile testing; Carbon/epoxy composites; Design configurations; Fiber reinforced polymers; Low cost manufacturing; Manufacturing parameters; Structural reinforcement; Tensile testing machines; Three dimensional braiding; Concrete testing; Machine learning,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
807,"Rice M., Hogstrom C., Nash C.",On if-to-baseband translation and resampling in sampled-data receivers,Proceedings of the International Telemetering Conference,14,,Signal processing; Arithmetic operations; Bandpass signals; Discrete time; Poly phase filters; Polyphase filter banks; Quadrature down-conversion; Sample rate; Sampled data; Signal systems; Databases,Conference,Regular Conference,Full Paper,Yes,Chair 9,Chair 10
808,Josephson C.,On the design of a square-root nyquist pulse shaping filter for aeronautical telemetry,Proceedings of the ASME Design Engineering Technical Conference,79,,Bandpass filters; Frequency domain analysis; Matched filters; Pulse shaping circuits; Signal receivers; Telemetering; Aeronautical telemetry; Bandwidth efficient; Finite supports; Frequency domains; Linear modulations; Nyquist pulse; Spectral containment; Square roots; Pulse shaping; Natural language processing,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
809,"Safdari M.-S., Rahmati M., Amini E., Fletcher T.H.",Analysis of pyrolysis products from live shrub fuels,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-April,,Biomass; Combustion; Fuel burners; Fuels; Flat flame burner; Flat-flame burners (FFB); Fuel properties; Gaseous flame; High molecular weight; Live fuels; Prescribed fires; Pyrolysis products; Pyrolysis,Conference,Workshop,Demo Paper,Yes,Chair 7,Chair 8
810,"Amini E., Safdari M.-S., Rahmati M., Howarth J., DeYoung J., Fletcher T.H.",Pyrolysis of live vegetation at slow heating rates,"ASEE Annual Conference and Exposition, Conference Proceedings",,,Combustion; Ecology; Ecosystems; Fuels; Heating rate; Pyrolysis; Reaction rates; Combustible materials; Controlled burning; Fire propagation; High molecular weight; Prescribed burning; Propagation rate; Pyrolysis products; Slow heating rates; Fires; Machine learning,Conference,Workshop,Poster,No,Chair 7,Chair 8
811,"Hosler T., Adams B.",Impact of particle properties on radiative heat flux in an oxy-coal reactor,"ASEE Annual Conference and Exposition, Conference Proceedings",105,,Coal; Coal industry; Forward scattering; Heat flux; Particle size; Refractive index; Complex index of refraction; Forward-and-backward; Numerical experiments; Oxy-coal combustions; Particle properties; Radiative heat fluxes; Radiative properties; Scattering phase function; Coal combustion,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
812,"Rahmati M., Harper C., Butler M., Safdari M.-S., Amini E., Fletcher T.H.",Investigation of merging flames in Horizontal and vertical Geometries,Proceedings of the International Telemetering Conference,186,,Felt; Felts; Fires; Fuels; Heptane; Merging; Combustion model; Different geometry; Flame characteristics; Flame interaction; Growth patterns; Multiple leaves; Separation distances; Vertical direction; Combustion; Databases,Conference,Regular Conference,Demo Paper,Yes,Chair 9,Chair 10
813,"Schroedter T., Adams B.",Modeling a pressurized coal feed system,Proceedings of the ASME Design Engineering Technical Conference,93,,Coal; Combustion; Water towers; Coal particles; Horizontal pipes; Mass flow rate; Particle in cell; Particle velocities; Starting pressure; Uniform distribution; Virtual reactors; Coal combustion,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
814,"Williams T., Adams B.",A fast-running simulation tool for axisymmetric oxy-coal combustors,Proceedings of the ASME Design Engineering Technical Conference,171,,Coal; Codes (symbols); Heat flux; Iterative methods; Equilibrium chemistry; Flue gas recirculation; Iterative calculation; Oxy-coal combustions; Radiation calculations; Refractory temperature; Temperature calculation; Temperature profiles; Coal combustion; Natural language processing,Conference,Regular Conference,Poster,Yes,Chair 1,Chair 2
815,"Crampton E.B., Magleby S.P., Howell L.L.",Realizing origami mechanisms from metal sheets,Proceedings of SPIE - The International Society for Optical Engineering,5B-2017,,Commerce; Economic and social effects; Metals; Product design; Manufacturability; Panel design; Sheet-metal panels; Shift technique; Trade off; Sheet metal,Conference,Expert Group,Short Paper,Yes,Chair 5,Chair 6
816,"Allen J.T., DeFigueiredo B.P., Magleby S.P.",Designing for power transfer across fold-lines in mechanisms with origami-like movement using surrogate folds,IEEE Transactions on Nuclear Science,,5B-2017,Design; Electrical power; Power transfers; Energy transfer,Journal,,Full Paper,Yes,Editor 3,Editor 4
817,"Yellowhorse A., Tolman K., Howell L.L.",Optimization of origami-based tubes for lightweight deployable structures,International Journal of Heat and Mass Transfer,,5B-2017,Design; Structural optimization; Tubes (components); Deployable mechanisms; Deployable structure; FEA models; Lightweight deployable structures; Panel geometry; Structural design,Journal,,Short Paper,Yes,Editor 5,Editor 6
818,"Pack A.T., Mattson C.A.","An assessment of village drill sustainability, with recommendations",Geotechnical Special Publication,,,Computer aided design; Decision making; Design; Drills; Product design; Rural areas; Water wells; Decision makers; Design parameters; Design tool; Random set; Sustainability issues; Three categories; Three-dimensional designs; Sustainable development; Databases,Journal,,Full Paper,No,Editor 7,Editor 8
819,"Ottosson H., Hirschi E., Mattson C.A., Dahlin E.",A simple starting point for designing for and/or assessing the social impact of products,Proceedings of the ASME Design Engineering Technical Conference,2B-2017,,Computer aided design; Design; Product design; Engineered products; Functional characteristics; Product development process; Product functions; Social impact; Economic and social effects,Conference,Regular Conference,Poster,Yes,Chair 1,Chair 2
820,"Sperry R., Adams B.",Impact of computational mesh on CFD combustion predictions,Proceedings of the ASME Design Engineering Technical Conference,1,,Cells; Combustion; Cytology; Efficiency; Enthalpy; Fighter aircraft; Forecasting; Fuel burners; Fuels; Heat flux; Heat transfer; Mixing; Computational mesh; Critical factors; High velocity gradients; Local mesh refinement; Mesh refinement; Polyhedral meshes; Realistic simulation; Thermal efficiency; Mesh generation; Databases,Conference,Regular Conference,Poster,Yes,Chair 1,Chair 2
821,"Searle M., Maynes D., Crockett J.",Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip,Proceedings of the ASME Design Engineering Technical Conference,110,,Boundary conditions; Boundary layer flow; Boundary layers; Heat convection; Heat flux; Hydrodynamics; Hydrophobicity; Jets; Liquids; Nusselt number; Polonium compounds; Prandtl number; Sulfur compounds; Surface properties; Thin films; Convective heat transfer; Jet impingement; Slip length; Super-hydrophobic surfaces; Temperature jump; Fighter aircraft,Conference,Regular Conference,Poster,Yes,Chair 1,Chair 2
822,"Stevens K.A., Crockett J., Maynes D.R., Iverson B.D.",Two-phase flow pressure drop in superhydrophobic channels,Proceedings of the ASME Design Engineering Technical Conference,110,,Air; Data reduction; Drag reduction; Drops; Hydrophobicity; Mixtures; Pressure drop; Reynolds number; Surface properties; Air-water mixture; Flow condensation; Pressure drop measurements; Rectangular channel; Single-phase flow; Super-hydrophobic surfaces; Superficial Reynolds number; Two-phase pressure drops; Two phase flow,Conference,Regular Conference,Demo Paper,Yes,Chair 1,Chair 2
823,"Stoddard A., Gruwell A., Zabriskie P., Wirthlin M.J.",A Hybrid Approach to FPGA Configuration Scrubbing,International Journal of Heat and Mass Transfer,,64,Computer control systems; Radiation hardening; Scrubbers; Configuration scrubbing; Fault injection; FPGA configuration; Hybrid approach; Hybrid configurations; Multi-bit upset; Neutron radiations; Single event upsets; Field programmable gate arrays (FPGA),Journal,,Short Paper,Yes,Editor 5,Editor 6
824,"Keller A.M., Wirthlin M.J.",Benefits of Complementary SEU Mitigation for the LEON3 Soft Processor on SRAM-Based FPGAs,Proceedings of the ASME Design Engineering Technical Conference,64,,Computer control systems; Fault tolerance; Fault tolerant computer systems; Field programmable gate arrays (FPGA); Neutron irradiation; Radiation hardening; Reliability; Software testing; Static random access storage; BRAM scrubbing; configuration scrubbing; LEON3; SEU mitigation; Soft processors; Integrated circuit design; Machine learning,Conference,Regular Conference,Poster,Yes,Chair 1,Chair 2
825,"Clavijo C.E., Crockett J., Maynes D.",Hydrodynamics of droplet impingement on hot surfaces of varying wettability,Proceedings of the International Telemetering Conference,,,Atmospheric temperature; Atomization; Boiling liquids; Drops; Hydrodynamics; Hydrophilicity; Phase interfaces; Surface properties; Wetting; Droplet impingement; Hydrophilic surfaces; Hydrophobic surfaces; Super-hydrophobic surfaces; Superhydrophilic surface; Superhydrophobic; Surface temperatures; Water droplet impingement; Hydrophobicity; Databases,Conference,Regular Conference,Full Paper,No,Chair 9,Chair 10
826,"Allred D.D., Turley R.S., Thomas S.M., Willett S.G., Greenburg M.J., Perry S.B.",Adding EUV reflectance to aluminum-coated mirrors for space-based observation,Proceedings of the ASME Design Engineering Technical Conference,10398,,Aluminum; Astrophysics; Atoms; Deposition; Ellipsometry; Genetic algorithms; Hydrogen; Innovation; Mirrors; NASA; Observatories; Reflection; Reflective coatings; Space telescopes; Barrier layers; Barrier material; Extreme Ultraviolet; Protective layers; Space-based observations; Space-based observatories; Spacecraft components; Ultraviolet; Aluminum coatings; Databases,Conference,Regular Conference,Poster,Yes,Chair 1,Chair 2
827,Beard R.W.,Foreword,Geotechnical Special Publication,,103,Databases,Journal,,Short Paper,Yes,Editor 7,Editor 8
828,"McClelland H.G., Kang C.K., Woolsey C.A., Roberts A.K., Buck D., Cheney T., Warnick K.F.",Small aircraft flight encounters database for UAS sense and avoid,IEEE Transactions on Nuclear Science,,13,Air navigation; Air transportation; Aviation; Database systems; Information systems; Information use; Tracking radar; Unmanned aerial vehicles (UAV); Video cameras; Air traffic density; Hardware and software; High definition video; Safe operation; Sense and avoid; Small aircraft; Technology development; Unmanned aircraft system; Fixed wings,Journal,,Full Paper,Yes,Editor 3,Editor 4
829,"Frustaci J.B., Saito M., Schultz G.G.",Implementing highway safety manual life-cycle benefit–cost analysis of safety improvements,International Journal of Heat and Mass Transfer,,2636,Cost accounting; Cost effectiveness; Highway accidents; Highway engineering; Life cycle; Spreadsheets; Annual maintenance; Construction contract; Construction costs; Predictive methods; Rehabilitation cost; Safety improvement; State highway systems; Utah department of transportations; Cost benefit analysis; Databases,Journal,,Demo Paper,Yes,Editor 5,Editor 6
830,"Heath D., Ventura D.",Semantic style creation,International Journal of Heat and Mass Transfer,,WS-17-01 - WS-17-15,Computer games; Deep learning; Knowledge based systems; Operations research; Rendering (computer graphics); Semantics; Image rendering; Semantic descriptions; Source images; System intelligence; Problem solving,Journal,,Short Paper,Yes,Editor 5,Editor 6
831,"Smith J.P., Ngo K.",Implementation of lean practices among finishing contractors in the US,IEEE Transactions on Antennas and Propagation,,160,Efficiency; Lean production; Construction process; Finishing methods; Last planner system; Lean construction; Lean implementation; Lean practices; Subcontractors; Under-represented; Contractors,Journal,,Short Paper,Yes,Editor 1,Editor 2
832,"Thameem M., Rybkowski Z.K., Smith J.P.",Delivery methods and social network analysis of unethical behavior in the construction industry,Proceedings of the ASME Design Engineering Technical Conference,96,,Construction industry; Lean production; Philosophical aspects; Delivery methods; Lean construction; Project governance; Project maintenance; Relational contracting; Unethical behavior; Unethical conduct; Crime; Machine learning,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
833,"Peterson M.W., Gorrell S.E., List M.G.",Fourier descriptors for improved analysis of distortion transfer and generation,Proceedings of SPIE - The International Society for Optical Engineering,1,,Aircraft engines; Aircraft propulsion; Blowers; Fourier analysis; Turbomachinery; Descriptors; Fan/compressor; Flow physics; Fourier descriptors; Low distortion; Phase Change; Profile shapes; Fourier transforms,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
834,"Park J., Webber T., Shishavan R.A., Hedengren J.D.",Improved bottomhole pressure control with wired drillpipe and physics-based models,IEEE Transactions on Nuclear Science,,2017-March,Automation; Bottom hole pressure; Drill pipe; Drills; Infill drilling; Model predictive control; Pumps; Attenuation performance; Conventional controllers; Hammerstein-Wiener models; High speed measurements; Managed pressure drillings; Model predictive controllers; Non-linear relationships; Nonlinear control algorithm; Controllers; Databases,Journal,,Short Paper,Yes,Editor 3,Editor 4
835,"Sayre A., Frankman D., Baxter A., Stitt K., Baxter L.",Field testing of Cryogenic Carbon Capture,Proceedings of the International Telemetering Conference,2,,Bituminous coal; Brickmaking; Carbon capture; Carbon dioxide; Cryogenics; Effluents; Flue gases; Flues; Fossil fuel power plants; Gas plants; Gases; Natural gas; Natural gas fields; Natural gasoline plants; Nitrogen oxides; Research reactors; Space heating; Carbon capture process; CO2 concentration; External cooling; Heating plants; Municipal waste; Refrigerant loop; Subbituminous coal; Sustainable energy solutions; Chromium compounds; Machine learning,Conference,Regular Conference,Demo Paper,Yes,Chair 9,Chair 10
836,"Stanley A.P.J., Thomas J., Ning A., Annoni J., Dykes K., Fleming P.",Gradient-based optimization of wind farms with different turbine heights,"ASEE Annual Conference and Exposition, Conference Proceedings",31,,Electric utilities; Turbines; Wakes; Cost of energies; Gradient-based optimization; Height optimization; Hub height; Layout optimization; Power production; Structural modeling; Three-dimensional wakes; Wind power,Conference,Workshop,Short Paper,Yes,Chair 7,Chair 8
837,"Wikle J.K., McLain T.W., Beard R.W., Sahawneh L.R.",Minimum required detection range for detect and avoid of unmanned aircraft systems,"ASEE Annual Conference and Exposition, Conference Proceedings",14,,Aircraft; Geometry; Risk assessment; Unmanned aerial vehicles (UAV); Vectors; Velocity; Analytical method; Closed-form analytical solutions; Detect and avoid; Detection and avoidances; National airspace system; Unmanned aircraft system; Unmanned aircrafts; Velocity vectors; Aircraft detection,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
838,"Franke K.W., Youd T.L., Ekstrom L.T., He J.","Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",IEEE Transactions on Nuclear Science,,133,Hazards; Pipelines; Geotechnical information; Geotechnical investigations; Lateral spread displacements; Linear infrastructure; Performance based; Probabilistic approaches; Reference parameters; Subsurface investigations; Seismic design,Journal,,Short Paper,Yes,Editor 3,Editor 4
839,"Hammon S., Wall T., Hamilton E., Orfila M., Zacheu G., Schmidt H., Hawkins A.R.",Preserving optical confinement in unannealed PECVD SiO2 waveguides,IEEE Transactions on Nuclear Science,,Part F43-CLEO_AT 2017,Buried channels; High humidity; High index; Optical confinement; Optical throughput; Rib waveguides; Waveguides,Journal,,Short Paper,Yes,Editor 3,Editor 4
840,"Ozcelik D., Stott M.A., Parks J.W., Jain A., Hawkins A.R., Schmidt H.",Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,Geotechnical Special Publication,,Part F41-CLEO_SI 2017,Fluorescence; Multiplexing; Viruses; Fluorescence analysis; Influenza virus; Liquid core waveguide; Multi-modal; Multi-mode interference; Spatial multiplex; Virus detection; Waveguides; Databases,Journal,,Full Paper,Yes,Editor 7,Editor 8
841,"Rahman M., Harrington M., Stott M.A., Hawkins A.R., Schmidt H.",Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,"ASEE Annual Conference and Exposition, Conference Proceedings",Part F41-CLEO_SI 2017,,DNA molecules; Electronic feedback; Fluorescence analysis; Fluorescence detection; Individual particles; Liquid core waveguide; Single particle; Single-particle analysis; Fluorescence; Databases,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
842,"Desai A., Lee D.-J., Kochenderfer M.J.",Efficient feature descriptor for unmanned aerial vehicle ground moving object tracking,Proceedings of the ASME Design Engineering Technical Conference,14,,Tracking (position); Unmanned aerial vehicles (UAV); Absolute difference; Detecting moving objects; Feature descriptors; Frame differencing; Geometric relationships; Image feature points; Kalman filter algorithms; Moving object tracking; Object detection,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
843,"Fredrickson A., Rollins K.M., Nicks J.",Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests,Proceedings of SPIE - The International Society for Optical Engineering,6,,Friction; Gravel; Reinforcement; Stiffness; Thermal expansion; Bridge superstructure; Expansion and contraction; Geosynthetic reinforced soils; Interface friction; Internal friction angle; Large scale testing; Passive resistance; Service conditions; Abutments (bridge); Machine learning,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
844,"Mojica J.L., Petersen D., Hansen B., Powell K.M., Hedengren J.D.",Optimal combined long-term facility design and short-term operational strategy for CHP capacity investments,Optics InfoBase Conference Papers,118,,Natural language processing,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
845,"Jellen E.N., Jackson E.W., Maughan P.J.","Oat improvement and innovation using wild genetic resources (poaceae, Avena spp.): Elevating “oats” to a new level and stature",Proceedings of the International Telemetering Conference,180,,Machine learning,Conference,Regular Conference,Poster,Yes,Chair 9,Chair 10
846,"Wang Y., Fry A., Wendt J.O.L.",Ash deposition during advanced oxy-coal combustion using minimum recycled flue gas,Proceedings of SPIE - The International Society for Optical Engineering,2017-April,,Aerosols; Coal; Deposition rates; Electric lines; Flow of gases; Flue gases; Flues; Fuels; Gases; Heat transfer; High pressure effects; Oxidants; Particle size; Recycling; Retrofitting; Ash aerosol; Combustion pressure; Combustion temperatures; Heat transfer conditions; Oxy-coal combustions; Oxyfuel combustion; Particle concentrations; Sub-micron particles; Coal combustion,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
847,"Rice M., Josephson C., Perrins E.",Optimizing coded 16-APSK for aeronautical mobile telemetry,Proceedings of the ASME Design Engineering Technical Conference,44,,Efficiency; Forward error correction; Optimization; Satellite communication systems; Telemetering equipment; Code rates; Constellation parameters; LDPC codes; Optimization problems; Optimum solution; Peak to average power ratio; Spectral efficiencies; UNCODED; Telemetering,Conference,Regular Conference,Demo Paper,Yes,Chair 1,Chair 2
848,"Afran M.S., Saquib M., Rice M.",Sparse MMSE equalizer for GTR-STBC in aeronautical telemetry,"ASEE Annual Conference and Exposition, Conference Proceedings",157,,Bit error rate; Block codes; Channel estimation; Curve fitting; Errors; Information theory; Mean square error; Space time codes; Space-time block coding (STBC); Telemetering; Telemetering equipment; Aeronautical telemetry; Bit error rate (BER) performance; Curve fitting algorithm; Greedy algorithms; Mean squared error; Minimum mean squared error equalizers; Optimum power allocations; Signaltonoise ratio (SNR); Equalizers; Natural language processing,Conference,Workshop,Short Paper,Yes,Chair 7,Chair 8
849,"Josephson A.J., Hopkins E., Linn R.R., Lignell D.O.",Modeling soot formation from solid complex fuels,Proceedings of the ASME Design Engineering Technical Conference,181,,Coal combustion; Combustion; Computational fluid dynamics; Cracking (chemical); Fuels; Method of moments; Particle size; Size distribution; Soot; Wood fuels; Full detailed modeling; Fundamental mechanisms; Model simplification; Particle formations; Physics-based modeling; Soot concentration; Soot formations; Wildfire simulation; Dust; Databases,Conference,Regular Conference,Poster,Yes,Chair 1,Chair 2
850,"Holland T., Fletcher T.H.",Modeling effects of annealing on coal char reactivity to O2 and CO2 based on preparation conditions,IEEE Transactions on Antennas and Propagation,,41,Annealing; Carbon capture; Carbon dioxide; Coal; Computational fluid dynamics; Enzyme kinetics; Fuels; Sensitivity analysis; Bayesian calibration; Char oxidation; Computational requirements; Conversion kinetics; New constructions; Oxy-fuels; Preparation conditions; Thermal-annealing; Coal combustion,Journal,,Full Paper,Yes,Editor 1,Editor 2
851,"Billings B., Roberts M., Butler B., Fletcher T.H.",Modeling the coanda effect with FDS and STARCCM+ to predict the effect of fires on slopes for implications of wildland firefighter safety,Proceedings of the ASME Design Engineering Technical Conference,85,,Combustion; Computational fluid dynamics; Fire extinguishers; Fire fighting equipment; Fire protection; Computational Fluid Dynamics codes; Convective heat; Fire dynamics simulator; Gradient measurement; Large scale simulations; Pressure and temperature; Small-scale experiment; Wildland firefighter; Fires; Machine learning,Conference,Regular Conference,Demo Paper,Yes,Chair 1,Chair 2
852,"Tolman S.S., Magleby S.P., Howell L.L.",Elastic energy absorption of origami-based corrugations,Proceedings of SPIE - The International Society for Optical Engineering,5B-2017,,Analytical models; Compliant mechanisms; Design; Elasticity; Geometry; Kinematics; Mechanisms; Software testing; Absorbing properties; Elastic energy; Force deflection; Physical testing; Similar models; Tesselation; Unit cells; Virtual works; Energy absorption; Machine learning,Conference,Expert Group,Short Paper,Yes,Chair 5,Chair 6
