Source title,Year,Type,Edition,Authors_list,TitleID,Title,Decision,Approval,Reviewer,Review_Text,Who_Assign
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Richards A.P.', ' Shutt T.', ' Fletcher T.H.']",803,A comprehensive model for predicting elemental composition of coal pyrolysis products,1,Yes, Warnick K.F.,Great,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Richards A.P.', ' Shutt T.', ' Fletcher T.H.']",803,A comprehensive model for predicting elemental composition of coal pyrolysis products,1,Yes, Schmidt H.,Great,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Richards A.P.', ' Shutt T.', ' Fletcher T.H.']",803,A comprehensive model for predicting elemental composition of coal pyrolysis products,0,Yes, Magleby S.P.,Need Major Revision,Chair 2
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Josephson A.J.', ' Fletcher T.H.', ' Lignell D.O.']",804,Modeling soot in coal systems,1,Yes, Howell L.L.,Sound Work,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Josephson A.J.', ' Fletcher T.H.', ' Lignell D.O.']",804,Modeling soot in coal systems,1,Yes, Schmidt H.,Great,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Josephson A.J.', ' Fletcher T.H.', ' Lignell D.O.']",804,Modeling soot in coal systems,1,Yes, Hawkins A.R.,Great,Chair 8
IEEE Transactions on Antennas and Propagation,2017,Journal,,"['Poornejad N.', ' Buckmiller E.', ' Schaumann L.', ' Wang H.', ' Wisco J.', ' Roeder B.', ' Reynolds P.', ' Cook A.']",805,Re-epithelialization of whole porcine kidneys with renal epithelial cells,1,Yes, Hawkins A.R.,Sound Work,Editor 1
IEEE Transactions on Antennas and Propagation,2017,Journal,,"['Poornejad N.', ' Buckmiller E.', ' Schaumann L.', ' Wang H.', ' Wisco J.', ' Roeder B.', ' Reynolds P.', ' Cook A.']",805,Re-epithelialization of whole porcine kidneys with renal epithelial cells,0,Yes, Warnick K.F.,Need Improvement,Editor 1
IEEE Transactions on Antennas and Propagation,2017,Journal,,"['Poornejad N.', ' Buckmiller E.', ' Schaumann L.', ' Wang H.', ' Wisco J.', ' Roeder B.', ' Reynolds P.', ' Cook A.']",805,Re-epithelialization of whole porcine kidneys with renal epithelial cells,1,Yes, Schmidt H.,Excellent,Editor 1
Proceedings of SPIE - The International Society for Optical Engineering,2017,Conference,1.0,"['Machanzi T.', ' Jensen D.W.']",806,Pull-out strength of composite rebar made using a three-dimensional braiding machine,1,Yes, Hawkins A.R.,Nice Findings,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2017,Conference,1.0,"['Machanzi T.', ' Jensen D.W.']",806,Pull-out strength of composite rebar made using a three-dimensional braiding machine,0,Yes, Howell L.L.,Need Improvement,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2017,Conference,1.0,"['Machanzi T.', ' Jensen D.W.']",806,Pull-out strength of composite rebar made using a three-dimensional braiding machine,1,Yes, Schmidt H.,Sound Work,Chair 6
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Rice M.', ' Hogstrom C.', ' Nash C.']",807,On if-to-baseband translation and resampling in sampled-data receivers,1,Yes, Warnick K.F.,Nice Findings,Chair 9
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Rice M.', ' Hogstrom C.', ' Nash C.']",807,On if-to-baseband translation and resampling in sampled-data receivers,1,Yes, Schmidt H.,Awesome,Chair 9
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Rice M.', ' Hogstrom C.', ' Nash C.']",807,On if-to-baseband translation and resampling in sampled-data receivers,1,Yes, Fletcher T.H.,Innovative Idea,Chair 9
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,['Josephson C.'],808,On the design of a square-root nyquist pulse shaping filter for aeronautical telemetry,0,Yes, Hawkins A.R.,Need Major Revision,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,['Josephson C.'],808,On the design of a square-root nyquist pulse shaping filter for aeronautical telemetry,1,Yes, Howell L.L.,Innovative Idea,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,['Josephson C.'],808,On the design of a square-root nyquist pulse shaping filter for aeronautical telemetry,1,Yes, Magleby S.P.,Excellent,Chair 1
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Safdari M.-S.', ' Rahmati M.', ' Amini E.', ' Fletcher T.H.']",809,Analysis of pyrolysis products from live shrub fuels,1,Yes, Schmidt H.,Great,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Safdari M.-S.', ' Rahmati M.', ' Amini E.', ' Fletcher T.H.']",809,Analysis of pyrolysis products from live shrub fuels,0,Yes, Howell L.L.,Need Improvement,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Safdari M.-S.', ' Rahmati M.', ' Amini E.', ' Fletcher T.H.']",809,Analysis of pyrolysis products from live shrub fuels,1,Yes, Magleby S.P.,Sound Work,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Amini E.', ' Safdari M.-S.', ' Rahmati M.', ' Howarth J.', ' DeYoung J.', ' Fletcher T.H.']",810,Pyrolysis of live vegetation at slow heating rates,0,No, Schmidt H.,Need Major Revision,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Amini E.', ' Safdari M.-S.', ' Rahmati M.', ' Howarth J.', ' DeYoung J.', ' Fletcher T.H.']",810,Pyrolysis of live vegetation at slow heating rates,0,No, Howell L.L.,Need Improvement,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Amini E.', ' Safdari M.-S.', ' Rahmati M.', ' Howarth J.', ' DeYoung J.', ' Fletcher T.H.']",810,Pyrolysis of live vegetation at slow heating rates,0,No, Hawkins A.R.,Need Improvement,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Hosler T.', ' Adams B.']",811,Impact of particle properties on radiative heat flux in an oxy-coal reactor,0,Yes, Schmidt H.,Old Idea,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Hosler T.', ' Adams B.']",811,Impact of particle properties on radiative heat flux in an oxy-coal reactor,1,Yes, Magleby S.P.,Nice Findings,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Hosler T.', ' Adams B.']",811,Impact of particle properties on radiative heat flux in an oxy-coal reactor,1,Yes, Warnick K.F.,Great,Chair 7
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Rahmati M.', ' Harper C.', ' Butler M.', ' Safdari M.-S.', ' Amini E.', ' Fletcher T.H.']",812,Investigation of merging flames in Horizontal and vertical Geometries,1,Yes, Schmidt H.,Great,Chair 10
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Rahmati M.', ' Harper C.', ' Butler M.', ' Safdari M.-S.', ' Amini E.', ' Fletcher T.H.']",812,Investigation of merging flames in Horizontal and vertical Geometries,1,Yes, Magleby S.P.,Nice Findings,Chair 9
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Rahmati M.', ' Harper C.', ' Butler M.', ' Safdari M.-S.', ' Amini E.', ' Fletcher T.H.']",812,Investigation of merging flames in Horizontal and vertical Geometries,0,Yes, Howell L.L.,Need Improvement,Chair 10
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Schroedter T.', ' Adams B.']",813,Modeling a pressurized coal feed system,1,Yes, Schmidt H.,Fantastic,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Schroedter T.', ' Adams B.']",813,Modeling a pressurized coal feed system,1,Yes, Hawkins A.R.,Innovative Idea,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Schroedter T.', ' Adams B.']",813,Modeling a pressurized coal feed system,1,Yes, Magleby S.P.,Excellent,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Williams T.', ' Adams B.']",814,A fast-running simulation tool for axisymmetric oxy-coal combustors,1,Yes, Hawkins A.R.,Awesome,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Williams T.', ' Adams B.']",814,A fast-running simulation tool for axisymmetric oxy-coal combustors,1,Yes, Fletcher T.H.,Great,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Williams T.', ' Adams B.']",814,A fast-running simulation tool for axisymmetric oxy-coal combustors,0,Yes, Howell L.L.,Need Improvement,Chair 2
Proceedings of SPIE - The International Society for Optical Engineering,2017,Conference,1.0,"['Crampton E.B.', ' Magleby S.P.', ' Howell L.L.']",815,Realizing origami mechanisms from metal sheets,1,Yes, Hawkins A.R.,Fantastic,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2017,Conference,1.0,"['Crampton E.B.', ' Magleby S.P.', ' Howell L.L.']",815,Realizing origami mechanisms from metal sheets,1,Yes, Fletcher T.H.,Innovative Idea,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2017,Conference,1.0,"['Crampton E.B.', ' Magleby S.P.', ' Howell L.L.']",815,Realizing origami mechanisms from metal sheets,1,Yes, Schmidt H.,Great,Chair 5
IEEE Transactions on Nuclear Science,2017,Journal,,"['Allen J.T.', ' DeFigueiredo B.P.', ' Magleby S.P.']",816,Designing for power transfer across fold-lines in mechanisms with origami-like movement using surrogate folds,1,Yes, Hawkins A.R.,Great,Editor 4
IEEE Transactions on Nuclear Science,2017,Journal,,"['Allen J.T.', ' DeFigueiredo B.P.', ' Magleby S.P.']",816,Designing for power transfer across fold-lines in mechanisms with origami-like movement using surrogate folds,1,Yes, Schmidt H.,Sound Work,Editor 4
IEEE Transactions on Nuclear Science,2017,Journal,,"['Allen J.T.', ' DeFigueiredo B.P.', ' Magleby S.P.']",816,Designing for power transfer across fold-lines in mechanisms with origami-like movement using surrogate folds,1,Yes, Fletcher T.H.,Innovative Idea,Editor 4
International Journal of Heat and Mass Transfer,2017,Journal,,"['Yellowhorse A.', ' Tolman K.', ' Howell L.L.']",817,Optimization of origami-based tubes for lightweight deployable structures,1,Yes, Warnick K.F.,Innovative Idea,Editor 5
International Journal of Heat and Mass Transfer,2017,Journal,,"['Yellowhorse A.', ' Tolman K.', ' Howell L.L.']",817,Optimization of origami-based tubes for lightweight deployable structures,1,Yes, Fletcher T.H.,Great,Editor 5
International Journal of Heat and Mass Transfer,2017,Journal,,"['Yellowhorse A.', ' Tolman K.', ' Howell L.L.']",817,Optimization of origami-based tubes for lightweight deployable structures,1,Yes, Magleby S.P.,Great,Editor 5
Geotechnical Special Publication,2017,Journal,,"['Pack A.T.', ' Mattson C.A.']",818,"An assessment of village drill sustainability, with recommendations",0,No, Warnick K.F.,Need Major Revision,Editor 8
Geotechnical Special Publication,2017,Journal,,"['Pack A.T.', ' Mattson C.A.']",818,"An assessment of village drill sustainability, with recommendations",0,No, Schmidt H.,Old Idea,Editor 7
Geotechnical Special Publication,2017,Journal,,"['Pack A.T.', ' Mattson C.A.']",818,"An assessment of village drill sustainability, with recommendations",1,No, Hawkins A.R.,Awesome,Editor 7
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Ottosson H.', ' Hirschi E.', ' Mattson C.A.', ' Dahlin E.']",819,A simple starting point for designing for and/or assessing the social impact of products,1,Yes, Schmidt H.,Fantastic,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Ottosson H.', ' Hirschi E.', ' Mattson C.A.', ' Dahlin E.']",819,A simple starting point for designing for and/or assessing the social impact of products,1,Yes, Hawkins A.R.,Sound Work,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Ottosson H.', ' Hirschi E.', ' Mattson C.A.', ' Dahlin E.']",819,A simple starting point for designing for and/or assessing the social impact of products,1,Yes, Warnick K.F.,Nice Findings,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Sperry R.', ' Adams B.']",820,Impact of computational mesh on CFD combustion predictions,1,Yes, Warnick K.F.,Great,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Sperry R.', ' Adams B.']",820,Impact of computational mesh on CFD combustion predictions,1,Yes, Hawkins A.R.,Awesome,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Sperry R.', ' Adams B.']",820,Impact of computational mesh on CFD combustion predictions,1,Yes, Magleby S.P.,Great,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Searle M.', ' Maynes D.', ' Crockett J.']",821,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip,1,Yes, Warnick K.F.,Great,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Searle M.', ' Maynes D.', ' Crockett J.']",821,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip,1,Yes, Fletcher T.H.,Innovative Idea,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Searle M.', ' Maynes D.', ' Crockett J.']",821,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip,1,Yes, Schmidt H.,Innovative Idea,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Stevens K.A.', ' Crockett J.', ' Maynes D.R.', ' Iverson B.D.']",822,Two-phase flow pressure drop in superhydrophobic channels,1,Yes, Schmidt H.,Excellent,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Stevens K.A.', ' Crockett J.', ' Maynes D.R.', ' Iverson B.D.']",822,Two-phase flow pressure drop in superhydrophobic channels,0,Yes, Fletcher T.H.,Need Improvement,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Stevens K.A.', ' Crockett J.', ' Maynes D.R.', ' Iverson B.D.']",822,Two-phase flow pressure drop in superhydrophobic channels,1,Yes, Hawkins A.R.,Awesome,Chair 1
International Journal of Heat and Mass Transfer,2017,Journal,,"['Stoddard A.', ' Gruwell A.', ' Zabriskie P.', ' Wirthlin M.J.']",823,A Hybrid Approach to FPGA Configuration Scrubbing,1,Yes, Fletcher T.H.,Awesome,Editor 5
International Journal of Heat and Mass Transfer,2017,Journal,,"['Stoddard A.', ' Gruwell A.', ' Zabriskie P.', ' Wirthlin M.J.']",823,A Hybrid Approach to FPGA Configuration Scrubbing,0,Yes, Hawkins A.R.,Need Improvement,Editor 5
International Journal of Heat and Mass Transfer,2017,Journal,,"['Stoddard A.', ' Gruwell A.', ' Zabriskie P.', ' Wirthlin M.J.']",823,A Hybrid Approach to FPGA Configuration Scrubbing,1,Yes, Warnick K.F.,Awesome,Editor 6
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Keller A.M.', ' Wirthlin M.J.']",824,Benefits of Complementary SEU Mitigation for the LEON3 Soft Processor on SRAM-Based FPGAs,1,Yes, Fletcher T.H.,Excellent,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Keller A.M.', ' Wirthlin M.J.']",824,Benefits of Complementary SEU Mitigation for the LEON3 Soft Processor on SRAM-Based FPGAs,0,Yes, Schmidt H.,Need Major Revision,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Keller A.M.', ' Wirthlin M.J.']",824,Benefits of Complementary SEU Mitigation for the LEON3 Soft Processor on SRAM-Based FPGAs,1,Yes, Hawkins A.R.,Sound Work,Chair 1
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Clavijo C.E.', ' Crockett J.', ' Maynes D.']",825,Hydrodynamics of droplet impingement on hot surfaces of varying wettability,0,No, Fletcher T.H.,Old Idea,Chair 10
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Clavijo C.E.', ' Crockett J.', ' Maynes D.']",825,Hydrodynamics of droplet impingement on hot surfaces of varying wettability,0,No, Warnick K.F.,Not Rigorous Experiment,Chair 10
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Clavijo C.E.', ' Crockett J.', ' Maynes D.']",825,Hydrodynamics of droplet impingement on hot surfaces of varying wettability,0,No, Magleby S.P.,Need Improvement,Chair 9
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Allred D.D.', ' Turley R.S.', ' Thomas S.M.', ' Willett S.G.', ' Greenburg M.J.', ' Perry S.B.']",826,Adding EUV reflectance to aluminum-coated mirrors for space-based observation,1,Yes, Schmidt H.,Great,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Allred D.D.', ' Turley R.S.', ' Thomas S.M.', ' Willett S.G.', ' Greenburg M.J.', ' Perry S.B.']",826,Adding EUV reflectance to aluminum-coated mirrors for space-based observation,1,Yes, Howell L.L.,Fantastic,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Allred D.D.', ' Turley R.S.', ' Thomas S.M.', ' Willett S.G.', ' Greenburg M.J.', ' Perry S.B.']",826,Adding EUV reflectance to aluminum-coated mirrors for space-based observation,1,Yes, Fletcher T.H.,Great,Chair 2
Geotechnical Special Publication,2017,Journal,,['Beard R.W.'],827,Foreword,1,Yes, Warnick K.F.,Great,Editor 8
Geotechnical Special Publication,2017,Journal,,['Beard R.W.'],827,Foreword,0,Yes, Hawkins A.R.,Need Major Revision,Editor 7
Geotechnical Special Publication,2017,Journal,,['Beard R.W.'],827,Foreword,1,Yes, Magleby S.P.,Nice Findings,Editor 7
IEEE Transactions on Nuclear Science,2017,Journal,,"['McClelland H.G.', ' Kang C.K.', ' Woolsey C.A.', ' Roberts A.K.', ' Buck D.', ' Cheney T.', ' Warnick K.F.']",828,Small aircraft flight encounters database for UAS sense and avoid,1,Yes, Schmidt H.,Nice Findings,Editor 3
IEEE Transactions on Nuclear Science,2017,Journal,,"['McClelland H.G.', ' Kang C.K.', ' Woolsey C.A.', ' Roberts A.K.', ' Buck D.', ' Cheney T.', ' Warnick K.F.']",828,Small aircraft flight encounters database for UAS sense and avoid,1,Yes, Magleby S.P.,Excellent,Editor 3
IEEE Transactions on Nuclear Science,2017,Journal,,"['McClelland H.G.', ' Kang C.K.', ' Woolsey C.A.', ' Roberts A.K.', ' Buck D.', ' Cheney T.', ' Warnick K.F.']",828,Small aircraft flight encounters database for UAS sense and avoid,1,Yes, Fletcher T.H.,Great,Editor 3
International Journal of Heat and Mass Transfer,2017,Journal,,"['Frustaci J.B.', ' Saito M.', ' Schultz G.G.']",829,Implementing highway safety manual life-cycle benefit–cost analysis of safety improvements,1,Yes, Warnick K.F.,Innovative Idea,Editor 5
International Journal of Heat and Mass Transfer,2017,Journal,,"['Frustaci J.B.', ' Saito M.', ' Schultz G.G.']",829,Implementing highway safety manual life-cycle benefit–cost analysis of safety improvements,1,Yes, Magleby S.P.,Fantastic,Editor 5
International Journal of Heat and Mass Transfer,2017,Journal,,"['Frustaci J.B.', ' Saito M.', ' Schultz G.G.']",829,Implementing highway safety manual life-cycle benefit–cost analysis of safety improvements,1,Yes, Fletcher T.H.,Sound Work,Editor 6
International Journal of Heat and Mass Transfer,2017,Journal,,"['Heath D.', ' Ventura D.']",830,Semantic style creation,1,Yes, Schmidt H.,Great,Editor 5
International Journal of Heat and Mass Transfer,2017,Journal,,"['Heath D.', ' Ventura D.']",830,Semantic style creation,1,Yes, Hawkins A.R.,Awesome,Editor 5
International Journal of Heat and Mass Transfer,2017,Journal,,"['Heath D.', ' Ventura D.']",830,Semantic style creation,1,Yes, Warnick K.F.,Nice Findings,Editor 5
IEEE Transactions on Antennas and Propagation,2017,Journal,,"['Smith J.P.', ' Ngo K.']",831,Implementation of lean practices among finishing contractors in the US,1,Yes, Hawkins A.R.,Innovative Idea,Editor 2
IEEE Transactions on Antennas and Propagation,2017,Journal,,"['Smith J.P.', ' Ngo K.']",831,Implementation of lean practices among finishing contractors in the US,1,Yes, Warnick K.F.,Fantastic,Editor 1
IEEE Transactions on Antennas and Propagation,2017,Journal,,"['Smith J.P.', ' Ngo K.']",831,Implementation of lean practices among finishing contractors in the US,1,Yes, Magleby S.P.,Innovative Idea,Editor 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Thameem M.', ' Rybkowski Z.K.', ' Smith J.P.']",832,Delivery methods and social network analysis of unethical behavior in the construction industry,1,Yes, Warnick K.F.,Great,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Thameem M.', ' Rybkowski Z.K.', ' Smith J.P.']",832,Delivery methods and social network analysis of unethical behavior in the construction industry,1,Yes, Hawkins A.R.,Awesome,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2017,Conference,1.0,"['Thameem M.', ' Rybkowski Z.K.', ' Smith J.P.']",832,Delivery methods and social network analysis of unethical behavior in the construction industry,0,Yes, Schmidt H.,Need Improvement,Chair 2
Proceedings of SPIE - The International Society for Optical Engineering,2017,Conference,1.0,"['Peterson M.W.', ' Gorrell S.E.', ' List M.G.']",833,Fourier descriptors for improved analysis of distortion transfer and generation,1,Yes, Hawkins A.R.,Great,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2017,Conference,1.0,"['Peterson M.W.', ' Gorrell S.E.', ' List M.G.']",833,Fourier descriptors for improved analysis of distortion transfer and generation,1,Yes, Howell L.L.,Nice Findings,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2017,Conference,1.0,"['Peterson M.W.', ' Gorrell S.E.', ' List M.G.']",833,Fourier descriptors for improved analysis of distortion transfer and generation,1,Yes, Fletcher T.H.,Excellent,Chair 6
IEEE Transactions on Nuclear Science,2017,Journal,,"['Park J.', ' Webber T.', ' Shishavan R.A.', ' Hedengren J.D.']",834,Improved bottomhole pressure control with wired drillpipe and physics-based models,0,Yes, Schmidt H.,Exist Some Problems,Editor 3
IEEE Transactions on Nuclear Science,2017,Journal,,"['Park J.', ' Webber T.', ' Shishavan R.A.', ' Hedengren J.D.']",834,Improved bottomhole pressure control with wired drillpipe and physics-based models,1,Yes, Warnick K.F.,Nice Findings,Editor 4
IEEE Transactions on Nuclear Science,2017,Journal,,"['Park J.', ' Webber T.', ' Shishavan R.A.', ' Hedengren J.D.']",834,Improved bottomhole pressure control with wired drillpipe and physics-based models,1,Yes, Magleby S.P.,Great,Editor 3
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Sayre A.', ' Frankman D.', ' Baxter A.', ' Stitt K.', ' Baxter L.']",835,Field testing of Cryogenic Carbon Capture,1,Yes, Howell L.L.,Great,Chair 9
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Sayre A.', ' Frankman D.', ' Baxter A.', ' Stitt K.', ' Baxter L.']",835,Field testing of Cryogenic Carbon Capture,1,Yes, Hawkins A.R.,Fantastic,Chair 9
Proceedings of the International Telemetering Conference,2017,Conference,1.0,"['Sayre A.', ' Frankman D.', ' Baxter A.', ' Stitt K.', ' Baxter L.']",835,Field testing of Cryogenic Carbon Capture,1,Yes, Warnick K.F.,Excellent,Chair 10
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Stanley A.P.J.', ' Thomas J.', ' Ning A.', ' Annoni J.', ' Dykes K.', ' Fleming P.']",836,Gradient-based optimization of wind farms with different turbine heights,1,Yes, Howell L.L.,Sound Work,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Stanley A.P.J.', ' Thomas J.', ' Ning A.', ' Annoni J.', ' Dykes K.', ' Fleming P.']",836,Gradient-based optimization of wind farms with different turbine heights,1,Yes, Magleby S.P.,Excellent,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Stanley A.P.J.', ' Thomas J.', ' Ning A.', ' Annoni J.', ' Dykes K.', ' Fleming P.']",836,Gradient-based optimization of wind farms with different turbine heights,1,Yes, Fletcher T.H.,Sound Work,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Wikle J.K.', ' McLain T.W.', ' Beard R.W.', ' Sahawneh L.R.']",837,Minimum required detection range for detect and avoid of unmanned aircraft systems,1,Yes, Hawkins A.R.,Great,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Wikle J.K.', ' McLain T.W.', ' Beard R.W.', ' Sahawneh L.R.']",837,Minimum required detection range for detect and avoid of unmanned aircraft systems,0,Yes, Warnick K.F.,Not Rigorous Experiment,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2017,Conference,1.0,"['Wikle J.K.', ' McLain T.W.', ' Beard R.W.', ' Sahawneh L.R.']",837,Minimum required detection range for detect and avoid of unmanned aircraft systems,1,Yes, Howell L.L.,Nice Findings,Chair 8
IEEE Transactions on Nuclear Science,2017,Journal,,"['Franke K.W.', ' Youd T.L.', ' Ekstrom L.T.', ' He J.']",838,"Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",1,Yes, Howell L.L.,Great,Editor 4
IEEE Transactions on Nuclear Science,2017,Journal,,"['Franke K.W.', ' Youd T.L.', ' Ekstrom L.T.', ' He J.']",838,"Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",1,Yes, Warnick K.F.,Awesome,Editor 4
IEEE Transactions on Nuclear Science,2017,Journal,,"['Franke K.W.', ' Youd T.L.', ' Ekstrom L.T.', ' He J.']",838,"Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",1,Yes, Hawkins A.R.,Great,Editor 3
IEEE Transactions on Nuclear Science,2017,Journal,,"['Hammon S.', ' Wall T.', ' Hamilton E.', ' Orfila M.', ' Zacheu G.', ' Schmidt H.', ' Hawkins A.R.']",839,Preserving optical confinement in unannealed PECVD SiO2 waveguides,1,Yes, Warnick K.F.,Innovative Idea,Editor 4
IEEE Transactions on Nuclear Science,2017,Journal,,"['Hammon S.', ' Wall T.', ' Hamilton E.', ' Orfila M.', ' Zacheu G.', ' Schmidt H.', ' Hawkins A.R.']",839,Preserving optical confinement in unannealed PECVD SiO2 waveguides,1,Yes, Magleby S.P.,Nice Findings,Editor 3
IEEE Transactions on Nuclear Science,2017,Journal,,"['Hammon S.', ' Wall T.', ' Hamilton E.', ' Orfila M.', ' Zacheu G.', ' Schmidt H.', ' Hawkins A.R.']",839,Preserving optical confinement in unannealed PECVD SiO2 waveguides,1,Yes, Howell L.L.,Sound Work,Editor 4
Geotechnical Special Publication,2017,Journal,,"['Ozcelik D.', ' Stott M.A.', ' Parks J.W.', ' Jain A.', ' Hawkins A.R.', ' Schmidt H.']",840,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,1,Yes, Magleby S.P.,Great,Editor 7
Geotechnical Special Publication,2017,Journal,,"['Ozcelik D.', ' Stott M.A.', ' Parks J.W.', ' Jain A.', ' Hawkins A.R.', ' Schmidt H.']",840,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,1,Yes, Warnick K.F.,Sound Work,Editor 7
Geotechnical Special Publication,2017,Journal,,"['Ozcelik D.', ' Stott M.A.', ' Parks J.W.', ' Jain A.', ' Hawkins A.R.', ' Schmidt H.']",840,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,0,Yes, Howell L.L.,Need Improvement,Editor 8
