Author_Name,Affiliation
Campbell A.,"METER Group, Inc., 2365 NE Hopkins Court, Pullman, WA  99163, United States"
Campbell B.,"Department of Psychology, Brigham Young University, Provo, UT, United States"
Campbell B.D.,"Brigham Young University, United States"
Campbell B.J.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Campbell C.,"METER Group, Inc., 2365 NE Hopkins Court, Pullman, WA  99163, United States"
Campbell E.,"METER Group, Inc., 2365 NE Hopkins Court, Pullman, WA  99163, United States"
Campbell K.S.,"Department of Technical Communication, University of North Texas, Denton, TX  76203, United States"
Campbell L.E.,"Priority Research Centre GrowUpWell, School of Psychology, University of Newcastle, Australia"
Camplani A.,"Dipartimento di Fisica, Università degli Studi di Milano, via G. Celoria, 16, Milano, 20133, Italy"
Candia G.,"Universidad del Desarrollo, National Research Center for Integrated Natural Disaster Management (CIGIDEN), Concepción, Chile"
Canizales K.A.,"Department of Chemistry and Biochemistry, Brigham Young University, C100 Benson Building, Provo, UT  84602, United States"
Cannon M.,"NSF Center for High Performance Reconfigurable Computing, Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Cannon M.J.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, NSF Center for Space, High-Performance, and Resilient Computing (SHREC), Provo, UT  84602, United States"
Cannon S.,"School of Communications, Brigham Young University, United States"
Cao J.,"State Key Laboratory for Manufacturing Systems Engineering, Xi'an Jiaotong University, Xi'an, 710049, China"
Cao Q.,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States"
Capotondi F.,"Elettra-Sincrotrone Trieste S.C.pA., S.S. 14km 163 5 in Area Science Park Basovizza, Trieste, 34149, Italy"
Cardall H.,"Brigham Young University, United States"
Carilho M.,"Department of Architecture and Urbanism, University Presbiteriana Mackenzie - UPM, São Paulo, Brazil"
Carlson B.,"General Motors LLC, United States"
Carlson S.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States"
Carneiro A.,"Department of Civil Engineering, Federal University of São Carlos – UFSCar, São Carlos, Brazil"
Carpenter J.P.,"Education, Elon University, Elon, United States"
Carr A.,"Nuffield Department of Orthopaedics, Rheumatology and Musculoskeletal Sciences, University of Oxford, United Kingdom"
Carreira M.,"Instituto de Telecomunicações, Department of Electrical and Computer Engineering, University of Coimbra, Portugal"
Carrion R.,"Department of Virology and Immunology, Texas Biomedical Research Institute, 7620 NW Loop 410, San Antonio, TX  78227, United States"
Carroll J.D.,"Department of Materials Mechanics & Tribology, Sandia National Laboratories, PO Box 5800, Albuquerque, NM  87185, United States"
Carsley J.E.,"General Motors Company, Warren, MI, United States"
Carter V.,"University of Arkansas, United States"
Carver V.,"Department of Chemistry and Biochemistry, Brigham Young University, C100 BNSN, Provo, UT  84602, United States"
Casbeer D.,"Air Force Research Laboratory, Department of Mechanical Engineering, Wright–Patterson Air Force BaseOH  45433, United States"
Casbeer D.W.,"Air Force Research Laboratory, Control Center of Excellence, Wpafb, Dayton, OH, United States"
Catelani G.,"Forschungszentrum Jülich, Peter Grünberg Institut (PGI-2), Jülich, D-52425, Germany"
Cathey C.,"Optisys LLC, West Jordan, UT, United States"
Cattaneo A.,"Los Alamos National Laboratory, Los Alamos, NM, United States"
Cayeux E.,"Norce, Norway"
Cazzaniga C.,"Science and Technology Facility Council, Oxfordshire, OX11 0QX, United Kingdom"
Chahal J.S.,"Department of Mathematics, Brigham Young University, Provo, UT  84602, United States"
Chalfant T.,"41240 12th St. West, Palmdale, CA  93551, United States"
Chamberlin R.,"Resource Systems Group, Inc., Salt Lake City, UT, United States"
Chambers C.,"Cisco Systems Inc, San Jose, United States"
Chan E.K.L.,"Department of Oral Biology, University of Florida, Gainsville, FL  32610, United States"
Chanda A.,"Department of Bioengineering, University of Pittsburgh, Pittsburgh, PA  15213, United States, Department of Aerospace Engineering and Mechanics, University of Alabama, Tuscaloosa, AL  35401, United States"
Chang D.K.,"Hales Engineering LLC, Lehi, UT  84043, United States"
Chang J.S.,"School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore 639798."
Chang M.-C.F.,"Department of Electrical and Computer Engineering, University of California at Los Angeles, Los Angeles, CA  90095, United States"
Chapman S.C.,"Brigham Young University, Provo, UT  84602, United States"
Charles S.K.,"Mechanical Engineering and Neuroscience, Brigham Young University, 350 EB, Provo, UT  84602, United States"
Chartrand N.,"Chemistry and Biochemistry Department, Brigham Young University, Provo, Utah  84602, United States"
Chatterjee S.,"Department of Mechanical and Industrial Engineering, University of Illinois at Chicago, Chicago, IL  60607, United States"
Chau V.,"Los Alamos National Laboratory, United States"
Chee P.W.,"Institute of Plant Breeding, Genetics, and Genomics, University of Georgia, Tifton Campus, Tifton, GA  31794, United States"
Chelladurai I.,"Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Chelton D.,"College of Earth, Ocean and Atmospheric Sciences, Oregon State University, Corvallis, OR, United States"
Chen C.-H.,"National Chiao Tung University, Electrical and Computer Engineering, Hsinchu, Taiwan"
Chen G.,"School of Mechatronics, Xidian University, Xi'an, Shaanxi, 710071, China, Brigham Young University, United States"
Chen G.-M.,"State Key Laboratory for Manufacturing Systems Engineering, Xi’an Jiaotong University, Xi’an, Shaanxi  710049, China, Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Chen H.,"Brookhaven National Laboratory, UptonNY, United States"
Chen J.,"Department of Mechanical Engineering, University of Houston, Houston, TX  77204-4006, United States, Materials Science and Engineering Program, University of Houston, Houston, TX  77204, United States, Advanced Manufacturing Institute (AMI), University of Houston, Houston, TX  77204, United States"
Chen J.Y.C.,"US Army Research Laboratory, United States"
Chen K.,"School of Physical Science and Technology, Southwest Jiaotong University, Chengdu, Sichuan, China, Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Chen L.,"School of Information Science and Engineering, Lanzhou University, Lanzhou, China"
Chen X.,"School of Electronics and Information Technology, Sun Yat-sen University, China"
Chen Y.-F.,"Department of Radiology, BenQ Medical Center, Affiliated BenQ Hospital, Nanjing Medical University, Nanjing, Jiangsu Province, 210017, China, Department of Healthcare Administration, Central Taiwan University of Science and Technology, Taichung, 40601, Taiwan, Department of Health Services Administration, China Medical University, Taichung, 40402, Taiwan, Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, Department of Dental Technology and Materials Science, Central Taiwan University of Science and Technology, Taichung, 40601, Taiwan"
Cheney T.,"Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Cheng L.,"Institute of Thermal Science and Technology, Shandong University, Jinan, Shandong  250061, China"
Chetty V.,"Lucid Software Inc, United States"
Cheung K.-M.,"Jet Propulsion Lab, Pasadena, CA, United States"
Chiang S.-H.W.,"Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT, United States"
Chiang S.W.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT 84602 USA."
Childs B.R.,"Brigham Young University, Provo, UT, United States"
Childs C.,"Department of Manufacturing Engineering, Brigham Young University, United States"
Chiminelli A.,"ITAINNOVA Instituto Tecnológico de Aragón, Spain"
Ching C.R.K.,"Imaging Genetics Center, Mark and Mary Stevens Neuroimaging and Informatics Institute Keck, School of Medicine, University of Southern California, Marina del Rey, CA, United States, Department of Psychiatry and Biobehavioral Sciences, Semel Institute for Neuroscience and Human Behavior, University of California at Los Angeles, Los Angeles, CA, United States"
Choi G.,"Department of Chemical Engineering, Brigham Young University, 350 L CB, Provo, UT  84602, United States"
Chou Y.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Choudhury D.,"Department of Civil Engineering, Indian Institute of Technology Bombay, Powai, Mumbai, 400076, India, Academy of Scientific and Innovative Research (AcSIR), CSIR Campus, India"
Chowdhury S.,"National Institute of Standards and Technology, Gaithersburg, MD  20899, United States, Department of Physics and Astronomy, Howard University, Washington, DC  20059, United States, School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, AZ  85287, United States"
Chrisey L.A.,"Department of Defense, Office of Naval Research, 875N. Randolph Street, Arlington, VA  22205-1995, United States"
Christensen C.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Christensen J.,"Electrical and Computer Engineering Department, 459 Clyde Building, Brigham Young University, Provo, UT  84602, United States"
Christensen J.B.,"Electrical and Computer Engineering Department, 459 Clyde Building, Brigham Young University, Provo, UT  84602, United States"
Christensen J.E.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Christensen K.A.,"Chemistry and Biochemistry Department, Brigham Young University, Provo, Utah  84602, United States"
Christensen W.F.,"Department of Statistics, Brigham Young University, Provo, United States"
Christie S.,"COWI Marine North America, Seattle, WA, United States"
Christofferson J.P.,"Brigham Young University, Provo, UT, United States"
Chu H.,"Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of Sciences, Changchun, Jilin, 130033, China"
Chung W.-S.,"Department of Health Services Administration, China Medical University, Taichung, 40402, Taiwan, Department of Internal Medicine, Taichung Hospital, Ministry of Health and Welfare, Taichung, 40343, Taiwan"
Citterio M.,"INFN Milano, via G. Celoria, 16, Milano, 20133, Italy"
Clark B.,"Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Clark M.R.,"Riverside Research, Beavercreek, OH, United States"
Clark R.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Clarke K.D.,"Colorado School of Mines, Golden, CO, United States"
Claussen J.C.,"Department of Mechanical Engineering, Iowa State University, Ames, IA  50011, United States"
Claussen S.,"Colorado School of Mines, United States"
Clavijo C.E.,"Brigham Young University, Provo, UT  84602, United States"
Clayburn Z.,"Mechanical Engineering Department, Brigham Young University, Provo, UT  84602, United States"
Clayton M.F.,"Mechanical Engineering Department, Brigham Young University, Provo, UT  84602, United States"
Clement M.,"Computer Science Department, Brigham Young University, Provo, UT, United States"
Clement M.J.,"Brigham Young University, Computer Science Department, Provo, United States"
Clinton R.,"Brigham Young University, United States"
Cluff S.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States"
Cobos D.,"METER Group, Inc., 2365 NE Hopkins Court, Pullman, WA  99163, United States"
