Year,DOI,Affiliations,Authors with affiliations,Abstract,Author Keywords,Page,Edition,Co-Author,City,Cite
2020,10.1016/j.jclepro.2020.122465,"School of Environment and Guangdong Key Laboratory of Environmental Pollution and Health, Jinan University, Guangzhou, 510632, China; Department of Civil and Environmental Engineering, University of Wisconsin-Madison, Madison, WI  53706, United States; Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States","Wu, F., School of Environment and Guangdong Key Laboratory of Environmental Pollution and Health, Jinan University, Guangzhou, 510632, China, Department of Civil and Environmental Engineering, University of Wisconsin-Madison, Madison, WI  53706, United States; Zhou, Z., Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States; Temizel-Sekeryan, S., Department of Civil and Environmental Engineering, University of Wisconsin-Madison, Madison, WI  53706, United States; Ghamkhar, R., Department of Civil and Environmental Engineering, University of Wisconsin-Madison, Madison, WI  53706, United States; Hicks, A.L., Department of Civil and Environmental Engineering, University of Wisconsin-Madison, Madison, WI  53706, United States","Climate change caused by excessive CO2 emissions in the atmosphere has attracted widespread public concern in recent years. Current industrial methods generally utilize monoethanolamine for CO2 capture; however, the CO2 regeneration requires a high temperature and energy demand during every adsorption/desorption process, along with material losses. Many solid amines with high capture capacity and stability are developed as adsorbents to overcome the limitations. However, the environmental impacts caused by adsorbents themselves are not holistically considered and discussed; meanwhile, material syntheses and consumptions are also associated with CO2 emission. To determine the environmental impacts and identify hotspots of novel CO2 capture adsorbents, two carbon nanotube supported polyethyleneimine, physically adsorbed and covalently bonded, were compared with traditional monoethanolamine method using life cycle assessment. The carbon payback periods were also analyzed to gain understanding on whether the currently evaluated novel materials are suitable for industrial application. Results suggest that, material usage, especially carbon nanotubes, contributes the majority of the overall environmental impacts for both types of carbon nanotube supported polyethyleneimine. Meanwhile, their carbon payback periods are over 40 times longer than monoethanolamine during the synthesis phase. However, the energy consumption of physically adsorbed polyethyleneimine saves up to 60% compared to monoethanolamine in every adsorption/desorption cycle due to its lower heat capacity. In addition, the rate of cumulative CO2 remission for carbon nanotube supported polyethyleneimine is twice higher than monoethanolamine, indicating the potential application for industrial CO2 capture. Overall, our study indicates that current status of solid amine has a potential in CO2 capture, but requires much improvements. Future research should pay attention on decreasing the initial material synthesis and increasing the product life time due to their high environmental tradeoffs. Meanwhile, our study highlights that unilateral emphasis of the CO2 capture efficiency by novel materials may not be adequate, comprehensive considerations should be focused on the comparison throughout material life cycles including use and preparation phases. © 2020 Elsevier Ltd",Carbon nanotube; CO2 capture; Life cycle assessment; Payback period; Solid amine,,,Wu F.,,221;120;512;285;119;846;785;391;441;329;231;207;587;271;676;855;71
2020,10.1016/j.jmapro.2020.07.034,"Brigham Young University, Provo, UT, United States","Larsen, B., Brigham Young University, Provo, UT, United States; Hunt, J., Brigham Young University, Provo, UT, United States; Hovanski, Y., Brigham Young University, Provo, UT, United States","Refill Friction Stir Spot Welding (RFSSW) has demonstrated capability in joining thin sheets of aluminum with dissimilar thickness, alloy, and composition. The process remains to be implemented on a wide scale in the automotive and aerospace industries, partially due to the relatively short number of welds producible by a toolset, prior to needing cleaning. In the following work, an investigation was conducted to better understand this limitation. First, the effective tool life of a steel toolset was quantified. Experiments showed that less than 60 consecutive welds could be made before the toolset seized and required cleaning. To better understand the conditions contributing so such a short tool life, thermocouples were used in subsequent experiments, to measure the temperatures achieved at various locations in the weld. Peak weld temperature increased with longer cycle times and decreased with shorter cycle times. During the experiments, it was noted that weld temperatures in excess of 500 °C were observed at weld center. At these high temperatures, the authors anticipate that intermetallic compounds (IMCs) are able to grow on tool surfaces. A rough, existing model of IMC growth in an Fe-Al system predicted IMC growth on the same order of magnitude of the tool clearances, supporting the anticipation that IMC growth is a factor in the observed, short tool life between cleanings. Following this analysis, future evaluation of less re-active tool materials is recommended. © 2020 The Society of Manufacturing Engineers",FSpW; Refill friction stir spot welding; RFSSW; Temperature; Tool life,8,4,Larsen B.,Macau,658;731;335;825;593;530;612;393;220;814;133;105
2020,10.1109/LRA.2020.3008140,"Electrical and Computer Engineering Department, Brigham Young University, Provo, UT, United States; Air Force Research Laboratory, Control Center of Excellence, Wpafb, Dayton, OH, United States; Infoscitex Corporation, Dayton, OH, United States; Miami Valley Aerospace Llc, Afrl, Wright-Patterson Afb, Dayton, OH, United States","Peterson, C.K., Electrical and Computer Engineering Department, Brigham Young University, Provo, UT, United States; Casbeer, D.W., Air Force Research Laboratory, Control Center of Excellence, Wpafb, Dayton, OH, United States; Manyam, S.G., Infoscitex Corporation, Dayton, OH, United States; Rasmussen, S., Miami Valley Aerospace Llc, Afrl, Wright-Patterson Afb, Dayton, OH, United States","Providing persistent intelligence, reconnaissance, and surveillance of targets is a challenging, but important task when time-critical information is required. In this letter, we provide a decentralized routing algorithm for coordinating multiple autonomous vehicles as they visit a discrete set of pre-defined targets with weighted revisit priorities. The algorithm utilizes a block coordinate ascent algorithm combined with a Monte Carlo tree search to tractably decide each vehicle's route. The result is a non-myopic algorithm for multiple vehicles that is decentralized, computationally tractable, and allows for target prioritization. Guarantees are provided that all targets will have finite revisit times and that the block coordinate ascent algorithm will converge to a block optimal solution. Numerical simulations illustrate the utility of this method by showing that the results are comparable to those of a centralized exhaustive search and that they degrade gracefully with limited communication and scale under increasing numbers of targets and vehicles. © 2016 IEEE.",Cooperating robots; multi-robot systems; path planning for multiple mobile robots or agents,7,4,Peterson C.K.,New York,485;672;407;389;887;3;718;376;695
2020,10.1016/j.yofte.2020.102334,"North Carolina State University, Department of Mechanical and Aerospace Engineering, Raleigh, NC  27695, United States; Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States","Hackney, D.A., North Carolina State University, Department of Mechanical and Aerospace Engineering, Raleigh, NC  27695, United States; Goode, T., North Carolina State University, Department of Mechanical and Aerospace Engineering, Raleigh, NC  27695, United States; Seng, F., Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States; Schultz, S., Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States; Pankow, M., North Carolina State University, Department of Mechanical and Aerospace Engineering, Raleigh, NC  27695, United States; Peters, K., North Carolina State University, Department of Mechanical and Aerospace Engineering, Raleigh, NC  27695, United States","In previous experiments, the authors demonstrated that strain values collected from fiber Bragg gratings (FBG) integrated into a single layer of Kevlar fabric, placed between a soft armor test specimen and backing material, could be related to the time dependent back-face deformation (BFD) of the armor sample. In this paper, we investigate the specific fabric deformation and failure mechanisms that cause observed events in the FBG measured strain behavior and the FBG spectral profile throughout the impact event. For these experiments, the standard clay backing material was replaced with a 20% clear ballistic gel to provide visual access to the back-face. The test specimen was impacted by an 8.24 g steel ball bearing travelling at 248.8 m/s, during which strain was calculated from the measured full spectrum response of the FBG using a high-speed optical interrogation system. The strain response was compared to the BFD of the Kevlar sample. The BFD was measured through the clear ballistic gel using two high speed cameras recording at 100,000 fps. The results from these tests can be used for future testing using a non-transparent backing material to obtain a detailed strain–time history, back-face deformation history and an understanding of the time sequence of physical energy dissipation mechanisms in the fabric. © 2020 Elsevier Inc.",Fiber Bragg Grating; High speed measurements; Optical fiber sensors,,4,Hackney D.A.,Macau,814;604;65;153;732;281
2020,10.1016/j.cma.2020.113283,"Department of Civil and Environmental Engineering, Brigham Young University, ProvoUT, United States; Institute for Structural Mechanics, University of Stuttgart, Stuttgart, Germany; Fachgebiet Statik und Dynamik, Brandenburgische Technische Universität Cottbus-Senftenberg, Cottbus, Germany; Coreform LLC, OremUT, United States","Zou, Z., Department of Civil and Environmental Engineering, Brigham Young University, ProvoUT, United States, Coreform LLC, OremUT, United States; Scott, M.A., Department of Civil and Environmental Engineering, Brigham Young University, ProvoUT, United States, Coreform LLC, OremUT, United States; Miao, D., Department of Civil and Environmental Engineering, Brigham Young University, ProvoUT, United States; Bischoff, M., Institute for Structural Mechanics, University of Stuttgart, Stuttgart, Germany; Oesterle, B., Institute for Structural Mechanics, University of Stuttgart, Stuttgart, Germany; Dornisch, W., Fachgebiet Statik und Dynamik, Brandenburgische Technische Universität Cottbus-Senftenberg, Cottbus, Germany","We develop a mixed geometrically nonlinear isogeometric Reissner–Mindlin shell element for the analysis of thin-walled structures that leverages Bézier dual basis functions to address both shear and membrane locking and to improve the quality of computed stresses. The accuracy of computed solutions over coarse meshes, that have highly non-interpolatory control meshes, is achieved through the application of a continuous rotational approach. The starting point of the formulation is the modified Hellinger–Reissner variational principle with independent displacement, membrane, and shear strains as the unknown fields. To overcome locking, the strain variables are interpolated with lower-order spline bases while the variations of the strain variables are interpolated with the corresponding Bézier dual bases. Leveraging the orthogonality property of the Bézier dual basis, the strain variables are condensed out of the system with only a slight increase in the bandwidth of the resulting linear system. The condensed approach preserves the accuracy of the non-condensed mixed approach but with fewer degrees of freedom. From a practical point of view, since the Bézier dual basis is completely specified through Bézier extraction, any spline space that admits Bézier extraction can utilize the proposed approach directly. © 2020 Elsevier B.V.",Bézier extraction; Dual basis; Isogeometric analysis; Locking; Reissner–Mindlin; Shells,,4,Zou Z.,Macau,337;632;275;270;697;321;429;548;126;43;725;877;332
2020,10.1109/MVT.2020.3002494,"Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States; Applied and Computational Mathematics, Brigham Young University, Provo, UT, United States; Department of Electrical Engineering, Brigham Young University, Provo, UT, United States","Rice, M., Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States; Clark, B., Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States; Flanary, D., Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States; Jensen, B., Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States; Nelson, N., Applied and Computational Mathematics, Brigham Young University, Provo, UT, United States; Norman, K., Applied and Computational Mathematics, Brigham Young University, Provo, UT, United States, Department of Electrical Engineering, Brigham Young University, Provo, UT, United States; Perrins, E., Applied and Computational Mathematics, Brigham Young University, Provo, UT, United States; Harrison, W.K., Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States",This article highlights the potential contribution of physical-layer security in making vehicle-to-infrastructure (V2I) and vehicle-to-vehicle (V2V) networks more secure against eavesdropping. We showcase a set of experiments using a mobile testbed for both types of networks and demonst rate that finite block-length physical-layer security coding increases the security while maintaining reliable communications. The fundamental tradeoffs in achieving both reliability and security through physical-layer efforts are also discussed in terms of relative eavesdropper location in an urban environment. © 2020 IEEE.,,8,4,Rice M.,Tokyo,447;611;329;621;775;767;638;409;850;770;887;437;795;667;318;499;470;510;418;61
2020,10.1007/s10921-020-00695-0,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Department of Civil and Environmental Engineering, Brigham Young University, Provo, UT  84602, United States","Hendricks, L.J., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Baxter, J.S., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Chou, Y., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Thomas, M., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Boekweg, E., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Guthrie, W.S., Department of Civil and Environmental Engineering, Brigham Young University, Provo, UT  84602, United States; Mazzeo, B.A., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","Evaluation of deteriorating highway bridges requires new, rapid inspection methods to effectively guide repair in an era of limited fiscal resources. Of all the components of a bridge, the bridge deck typically deteriorates most quickly and must therefore be regularly inspected for non-visible internal cracking, called delamination, for which early detection and repair can enhance safety and performance as well as reduce long-term maintenance costs. This research demonstrates the development and deployment of a multi-channel acoustic impact-echo sounding apparatus equipped with specially-configured tire chains for acoustic excitation of the concrete, microphones, an array of sensors for establishing spatial position estimates, and a data processing architecture for accurately detecting and mapping delaminations in concrete bridge decks at high speeds. The new apparatus achieved very accurate results at speeds between 25 and 45 km/h across a bridge deck. These results demonstrate an orders-of-magnitude increase in data collection speed over all other acoustic impact-echo sounding techniques described in the literature. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",Acoustic; Concrete bridge deck; Delamination; Impact-echo; Sounding,,4,Hendricks L.J.,Macau,217;142;834;358
2020,10.1111/poms.13221,"Department of Marketing & Global Supply Chain Management, Marriott School of Business, Brigham Young University, 663 TNRB, Provo, UT  84602, United States","Gardner, J.W., Department of Marketing & Global Supply Chain Management, Marriott School of Business, Brigham Young University, 663 TNRB, Provo, UT  84602, United States","Balancing priorities of production speed and conformance quality is an ongoing challenge in production and operations management. Organizations may emphasize these priorities through various forms of performance feedback. However, the impacts of using feedback to emphasize speed, quality, and quantity remain unclear in production settings. This study employs controlled laboratory experiments to examine the impact of real-time feedback on production quantities, first time yield percentages, and rework percentages. Drawing on concepts from speed-accuracy tradeoffs, we study four types of feedback: speed, accuracy, joint speed and accuracy, and yields. Laboratory activities focus on the repetitive task of converting paper-based medical records to electronic data formats. These tasks are critical inputs to data analytics and are similar in nature to simple independent manufacturing and service tasks. We study feedback effects in a setting critical to practice but rarely studied in research, where workers are incentivized for both speed and quality as they perform production tasks that explicitly allow rework. The results show that production yields worsen under speed feedback but improve under each form of quality-containing feedback. Results also show that each form of quality-containing feedback increases the proportion of correctly reworked to produced errors through different mechanisms of increased error fixing, decreased error production, or both. © 2020 Production and Operations Management Society",performance feedback; production yields; quality-speed tradeoffs; rework; speed-accuracy tradeoffs,27,4,Gardner J.W.,Macau,179;390;602;624
2020,10.1016/j.applthermaleng.2020.115658,"University of Dayton, Dayton, OH  45410, United States; Brigham Young University, Provo, UT  84602, United States; NASA Goddard Space Flight Center, Greenbelt, MD  20771, United States","Mulford, R.B., University of Dayton, Dayton, OH  45410, United States; Salt, S.D., Brigham Young University, Provo, UT  84602, United States; Hyatt, L.P., Brigham Young University, Provo, UT  84602, United States; Meaker, K.S., Brigham Young University, Provo, UT  84602, United States; Dwivedi, V.H., NASA Goddard Space Flight Center, Greenbelt, MD  20771, United States; Jones, M.R., Brigham Young University, Provo, UT  84602, United States; Iverson, B.D., Brigham Young University, Provo, UT  84602, United States","Origami-inspired, dynamic spacecraft radiators have been proposed which utilize an expandable/collapsible surface capable of large variations in emitting surface area. In this work, an experimental prototype of this concept is realized and its performance is analyzed. In particular, we demonstrate the capability of maintaining a spacecraft component at a desired operating temperature through the expansion and contraction of a collapsible radiator to control radiative heat loss. Four aluminum panels are connected via a flexible hinge constructed from interwoven copper wires and suspended from an actuating framework. The radiator panels are connected to a heated aluminum block. The radiator is placed in a vacuum environment with cooled surroundings (173 K) and the total radiative cooling power is determined as a function of radiator actuation position for a constant aluminum block temperature. As the radiator actuates from extended to collapsed, the heat transfer decreases and the fin efficiency increases. For a limited actuation range, the four-panel radiator exhibits a turn-down ratio (largest cooling power / smallest cooling power) of 1.31. A numerical model validated in this work predicts a turn-down ratio of 2.27 for actuation over the full range of radiator positions in surroundings at 4 K. Future revisions that exhibit an increase in panel and hinge thermal conductivities and utilizing eight panels would yield a turn-down ratio of 6.01. Assuming infinite thermal conductivity and infinite hinge conductance, the turn-down ratios for two, four and eight panel radiators, respectively, are 2.00, 3.98, and 7.92. © 2020 Elsevier Ltd",Active thermal control; Deployable radiator; Spacecraft thermal control,,,Mulford R.B.,,463;131;175;451;652;813;522;467;474;806;136;553;607;58
2020,10.1007/s11837-020-04293-3,"National Institute of Standards and Technology, Gaithersburg, MD  20899, United States; Department of Physics and Astronomy, Howard University, Washington, DC  20059, United States; School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, AZ  85287, United States; U.S. Army Research Laboratory, Aberdeen Proving Ground, MD  21005, United States; Department of Materials Science and Engineering, North Carolina State University, Raleigh, NC  27695, United States; Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States","Chowdhury, S., National Institute of Standards and Technology, Gaithersburg, MD  20899, United States, Department of Physics and Astronomy, Howard University, Washington, DC  20059, United States, School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, AZ  85287, United States; Zhuang, H., School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, AZ  85287, United States; Coleman, S., School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, AZ  85287, United States, U.S. Army Research Laboratory, Aberdeen Proving Ground, MD  21005, United States; Patala, S., School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, AZ  85287, United States, Department of Materials Science and Engineering, North Carolina State University, Raleigh, NC  27695, United States; Bair, J., School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, AZ  85287, United States, Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States",[No abstract available],,1,4,Chowdhury S.,New York,818;676;107;374;110;543;466;742;713;858;696;525;280;457;506
2020,10.1016/j.jclepro.2020.121786,"Department of Chemical, University of Wyoming, Laramie, WY  82071, United States; Chemical Engineering Department, Brigham Young University, Provo, UT  84602, United States; Western Research Institute, 3474 North 3rd Street, Laramie, WY  82072, United States; School of Energy Resources, University of Wyoming, Laramie, WY  82071, United States; School of Civil & Environmental Engineering, Georgia Institute of Technology, Atlanta, GA  30332, United States; Department of Chemical & Petroleum Engineering, University of Wyoming, Laramie, WY  82071, United States","Lu, W., Department of Chemical, University of Wyoming, Laramie, WY  82071, United States; Cao, Q., Department of Chemical, University of Wyoming, Laramie, WY  82071, United States; Xu, B., Department of Chemical, University of Wyoming, Laramie, WY  82071, United States; Adidharma, H., Department of Chemical & Petroleum Engineering, University of Wyoming, Laramie, WY  82071, United States; Gasem, K., Department of Chemical & Petroleum Engineering, University of Wyoming, Laramie, WY  82071, United States; Argyle, M., Chemical Engineering Department, Brigham Young University, Provo, UT  84602, United States; Zhang, F., Department of Chemical, University of Wyoming, Laramie, WY  82071, United States; Zhang, Y., Western Research Institute, 3474 North 3rd Street, Laramie, WY  82072, United States; Fan, M., Department of Chemical, University of Wyoming, Laramie, WY  82071, United States, School of Energy Resources, University of Wyoming, Laramie, WY  82071, United States, School of Civil & Environmental Engineering, Georgia Institute of Technology, Atlanta, GA  30332, United States, Department of Chemical & Petroleum Engineering, University of Wyoming, Laramie, WY  82071, United States","This research is designed to make progress in overcoming the challenges through the development of a two-stage coal processing. Specifically, a two-stage process was used to maximize the use of the carbon in coal or increase the carbon monoxide yield or lower carbon dioxide and methane yields. Carbon dioxide-char gasification in the absence of water can generate carbon monoxide with near-zero methane, which is desired to produce high-carbon and low-hydrogen chemicals such as oxalic acid through catalytic carbon monoxide coupling and hydrolysis. The technology is applicable to any coal, although Power River Basin (PRB) coal is used as an example feedstock in this research Also, the sodium-iron catalyst can accelerate not only the reaction kinetics in both stages but also increase the hydrogen/carbon monoxide ratio in the syngas produced in the second stage. In other words, the catalyst is a multifunctional agent, which can not only intensify the overall coal process efficiency but also improve the qualities of the desired syngas products and reduce carbon dioxide emission. Thus, In the 1st stage, the catalysts can significantly reduce the CO2-char gasification by as high as 75.00%. In the 2nd stage, the H2/CO ratio of ideal syngas is ∼2:1 with near-0 CH4 generation and the CH4 production can be reduced as high as 61.29% for the CO2–H2O-Char coal gasification. The activation energy for the 2nd stage is reduced by as high as 35.43% than that of raw coal without use Na–Fe catalyst. The overall carbon footprint reduction for the study is reduced by 87.33% in the 1st stage and 96.77% compared to the direct coal combustion. © 2020 Elsevier Ltd",Catalysis; CO2 reduction; Coal; Gasification; Ideal syngas; Pyrolysis,,,Lu W.,,626;4;462;283;241;394;232;6;117;416;580;10
